0;jogador;posicao;id_jogador;id_equipe;jogador_apelido;altura
1886;Rafael Rodrigues;Pivo;35;18;Mineiro;1.91
1887;Rafael de Oliveira Silva;Ala;716;16;Rafael;1.97
1888;Ralfi Silva Ansaloni;Pivo;801;16;Ansaloni;1.91
1889;Rashaun Durrel Mc Lemore;AlaArmador;1227;53;Rashaun;1.91
1890;Renan Michel Leichtweis;Pivo;1038;222;Renan;1.91
1891;Renan Santos Lenz;Pivo;216;18;Renan;1.91
1892;Renato Carbonari;AlaPivo;145;19;Renato;2.05
1893;Renato Scholz da Silva;AlaPivo;389;23;Renato;2.03
1894;Ricardo Fischer;Armador;478;13;Fischer;1.85
1895;Robert Andrew Day;Ala;425;13;Robert Day;1.97
1896;Rodolfo Cesar Bellato;AlaPivo;11783;210;Dida;1.98
1897;Romário Junio de Oliveira Souza;Pivo;984;87;Romário;1.91
1898;Ronald Ricardo Ramon Guerreiro;Armador;365;2;Ramon;1.91
1899;Ronald Rudson Rodrigues dos Reis;Pivo;437;3;Ronald;2.07
1900;Rubem de Moraes Compagnolo;AlaPivo;11781;210;Rubinho;1.98
1902;Rômulo Vieira de Oliveira Junior;Pivo;975;53;Rômulo;2
1903;Scott Rodgers;AlaArmador;11975;19;Rodgers;1.95
1904;Shamell Jermaine Stallworth;Ala;137;54;Shamell;1.91
1905;Shilton Alessanco dos Santos;Pivo;43;16;Shilton;1.98
1906;Stefano Pierotti Alles;Armador;11964;13;Stefano;1.8
1907;Steven Anthony Toyloy;Pivo;859;17;Toyloy;1.91
1908;Sualisson Tavares da Silva;Ala;11287;53;Sualisson;1.91
1909;Taaj Shane Ridley;AlaPivo;11959;23;Ridley;1.97
1910;Tadeu Santos Ferreira;Ala;11752;87;Tadeu;1.91
1911;Thad Kojo Mensah;Armador;853;222;Kojo;1.85
1912;Thiago César Carneiro Marcello;Ala;11304;14;Thiaguinho;1.86
1913;Thiago Farias Mathias Rosa;Pivo;175;14;Mathias;1.91
1914;Thiago Francisco Labbate;Pivo;308;13;Labbate;2.08
1915;Tiago Botelho Alaluia;Armador;11966;222;Tiago;1.89
1916;Tiago Valentim de Lima;Pivo;62;53;Tiagão;1.91
1917;Tobias Marramarco Lovato;Ala;841;210;Tobias;1.91
1918;Tyrone Denell Curnell;AlaPivo;1016;54;Tyrone ;1.91
1919;Valter Apolinario da Silva;Armador;480;17;Valtinho;1.91
1922;Victor Chastinet Aragão de Gusmão;Armador;1325;53;Victor;1.87
1923;Victor Daniel Chueke Pureza;Ala;967;3;Pureza;1.94
1924;Victor Dias Ribeiro;AlaArmador;11961;23;Victor;1.89
1925;Victor Matheus Leal Velozo;Pivo;11288;53;Leal;1.91
1926;Victor de Souza Correia;AlaArmador;11112;17;Victinho;1.8
1927;Vinicius Dione dos Santos Sossai;AlaPivo;11380;129;Vinicius;1.94
1928;Vinicius de Oliveira Cornélio Pastor;Ala;1007;129;Pastor;1.91
1929;Vinícius Villela Gobor;Armador;166;210;Vinícius;1.91
1930;Vithor Eli Lersch da Silva;Armador;11315;54;Vitinho;1.91
1932;Wagner Carvalho França Mattos;Pivo;203;54;Wagner;1.91
1933;Welington Reginaldo Dos Santos;Armador;366;14;Nezinho;1.91
1934;Wesley Alexandre Sena da Silva;Pivo;1061;13;Sena;1.91
1935;Wesley Alves da Silva;AlaArmador;11320;17;Mogi;1.96
1937;William Patrocínio dos Santos;AlaPivo;11968;222;William;1.95
1938;Wilmar Borges Garcia;AlaPivo;11508;222;Pezão;2
1939;Worrel Oval Glen Clahar;Armador;11705;23;Clahar;1.78
1940;Adriano Alves Júnior;Pivo;11312;16;Big;2.08
1941;Adriano de Abreu  Machado;Pivo;848;23;Adriano;1.91
1942;Alex Ribeiro Garcia;Ala;481;13;Alex;1.9
1943;Alexandre Henrique Santos Pinheiro;Armador;58;16;Xande;1.85
1944;Alexandre Paranhos de Souza;Pivo;845;23;Alexandre;1.91
1945;Alexandro da Silva de Oliveira;Ala;147;3;Alex;1.91
1947;Alexey Thiago Pereira Borges;Armador;11138;14;Alexey;1.88
1948;Anderson Eurípedes Ferreira;AlaPivo;81;16;Mosso;2.05
1949;André Luiz Bresolin Góes;Ala;57;222;André;1.95
1950;André Luiz Coimbra Reis Souza Costa;Pivo;11245;222;Coimbra;2.07
1951;André Stefanelli Martins;Ala;447;14;Dedé;1.98
1952;André de Souza Silva;Pivo;85;130;Andrezão;1.91
1953;Antonio Elpidio Ferreira Junior;AlaPivo;558;14;Antonio;2
1954;Arlindo Gomes Baltazar Neto;AlaArmador;23;18;Neto;1.91
1955;Arthur Henrique Stela Bernardi;AlaPivo;11778;210;Arthur;2.07
1956;Arthur José da Luz Casimiro;Pivo;370;18;Arthur;1.91
1957;Arthur Luiz Belchor Silva;Ala;31;222;Arthur;1.97
1958;Arthur Pecos Fernandes da Silva;Armador;1013;17;Arthur Pecos;1.84
1959;Atílio Leonardo Gomes de Mello;Pivo;858;130;Atílio ;2.06
1960;Audrei Parisotto;Ala;40;53;Audrei;1.91
1961;Benzor Simmons;Ala;1041;87;Simmons;1.96
1963;Bruno José Macedo Ferreira;AlaPivo;11780;23;Bruno;2.02
1964;Bruno Pires Fiorotto;Pivo;484;239;B, Fiorotto;2.08
1965;Bruno Vieira da Cruz Langsdorff;Armador;348;239;Bruninho;1.88
1966;Caio Aparecido da Silveira Torres;Pivo;598;54;C, Torres;1.91
1967;Carlos Alexandre Rodrigues do Nascimento;AlaPivo;482;2;Olivinha;2.03
1968;Carlos César Silva Júnior;Ala;12064;87;Silva Júnior;1.91
1969;Cassiano Marinho Bueno;Armador;11747;14;Cassiano;1.85
1970;Cauê Borges dos Santos;AlaArmador;96;14;Cauê;1.9
1971;Cauê Verzola de Freitas;Armador;97;130;Cauê;1.92
1972;Cesar Luiz Fabretti Araujo;AlaPivo;119;14;César;2.02
1973;Christian Mendonça Panunzio;AlaArmador;11675;16;Panunzio;1.9
1974;Christopher Xavier Hayes;AlaPivo;862;222;Hayes;2.03
1975;Corderro L, Bennett;Armador;11954;18;Bennett;1.91
1976;Damian Dario Palacios;Armador;12003;239;Palacios;1.91
1977;Daniel Almiro Zillmer;Ala;828;239;Gaúcho;1.98
1978;Daniel Hernan Hure;AlaPivo;227;17;Hure;1.91
1979;Daniel Machado de Barros Castellar;Pivo;404;3;D, Alemão;2.02
1981;Danilo Araújo Sena dos Santos;Ala;11771;18;Danilo;1.91
1982;Danilo Fuzaro Siqueira;AlaArmador;1002;16;Siqueira;1.95
1983;Danilo Monteiro Martins;Ala;12010;2;Danilo;1.91
1985;Darnell Evans;Armador;12060;23;Darnell;1.91
1986;Davi Rossetto de Oliveira;Armador;381;53;Davi;1.81
1987;David Wayne Jackson Jr;Ala;595;239;Jackson;1.91
1988;Deryk Evandro Ramos;Armador;441;3;Deryk;1.91
1989;Desmond Holloway;Ala;1047;18;Holloway;1.91
1991;Diego Santana Conceição;AlaPivo;786;210;Diego;1.98
1992;Douglas Angelo Nunes;AlaPivo;395;130;D, Nunes;1.91
1993;Douglas Nathan dos Reis;Ala;12056;210;Douglas;1.91
1994;Douglas Tuchtenhagen Kurtz;Pivo;982;222;Kurtz;2.13
1995;Drew James Maynard;AlaPivo;12065;16;Maynard;1.91
1996;Eduardo Campos Sommer;AlaPivo;646;14;Dú Sommer;2.04
1997;Eduardo Magalhães Machado;AlaArmador;267;53;Duda;1.91
1998;Eduardo Mariano de Oliveira;Ala;140;222;Mariano;1.93
1999;Edwandesson Carvalho;AlaArmador;151;17;Eddy;1.96
2000;Elio Corazza Neto;Armador;433;54;Elinho;1.91
2001;Enzo Cafferata;Armador;11725;23;Cafferata;1.87
2002;Erick Rodrigues Camilo;Pivo;369;87;Erick;1.91
2003;Fabricio Russo de Oliveira;Ala;309;54;Fabricio;2
2005;Felipe Braga Alfredo;Pivo;11930;222;Braga;2.13
2006;Felipe Franklin Santos;Pivo;12050;54;Franklin;1.91
2008;Felipe Rech;Pivo;1300;210;Rech;2.1
2009;Felipe Sandoval Ruivo;Armador;11767;18;Ruivo;1.91
2010;Felipe Sousa Cortes;Ala;11630;23;Felipe;1.91
2011;Felipe Taddei;AlaArmador;93;130;Taddei;1.9
2012;Fernando Andres Calvi;AlaPivo;933;54;Fer Calvi;1.91
2013;Fernando Rodrigues Ferreira da Silva;Pivo;652;210;Nandão;2
2014;Fernando Silva Buboltz;Ala;11673;210;Buboltz ;1.91
2015;Frederico Lima Santos;Armador;153;210;Fred;1.84
2016;Fúlvio Chiantia de Assis;Armador;214;3;Fúlvio;1.91
2017;Gabriel Assunção Dantas Ribeiro;Ala;11757;222;Assunção;1.91
2018;Gabriel Crepaldi Volpato Galvanini;AlaPivo;11916;13;Jaú;1.91
2020;Gemerson da Silva Barbosa;AlaPivo;1006;18;Gemerson;1.91
2021;George Frederico Torres Homem Chaia;Armador;530;13;Gegê;1.82
2022;George Lucas Alves de Paula;Armador;11323;17;De Paula;1.96
2023;Gerson do Espírito Santo Júnior;Pivo;11663;54;Gerson;1.91
2024;Gregory Eduard Brown;Armador;12054;130;Brown;1.91
2027;Guilherme Filipin Alves Pereira;Ala;86;54;Filipin;1.91
2028;Guilherme Frantz Teichmann;AlaPivo;182;18;Teichmann;2.04
2029;Guilherme Giovannoni;AlaPivo;78;3;Giovannoni;1.91
2030;Guilherme Pereira Deodato;Ala;146;13;Gui;1.92
2031;Guilherme Santos;Armador;11764;13;Gui;1.89
2032;Guilherme Santos Hubner;AlaPivo;168;17;Guilherme;2.1
2033;Guilherme Schneider;Ala;341;87;Schneider;1.91
2034;Guilherme Thailan Lessa;AlaArmador;11691;54;Lessa;1.91
2035;Gustavo Santos Pereira Lima;Armador;310;53;Lima;1.91
2036;Gustavo Scaglia de Paula;Ala;1010;18;Scaglia;1.91
2037;Gutemberg Pereira de Souza;Ala;400;210;Guto;1.9
2038;Hakeem Atiopa Rollins;Pivo;12068;2;Rollins;1.91
2040;Henrique Coelho;Armador;711;14;Coelho;1.87
2041;Henrique Gama Cerimelli;Ala;11680;13;Henrique;2
2042;Henrique Macia Alves da Cruz;AlaPivo;420;3;Pilar;1.91
2043;Humberto Luiz Gomes da Silva;AlaArmador;818;2;Humberto G,;1.91
2044;Hélio Vitor Luiz da Costa Lima;AlaArmador;152;239;Hélio;1.87
2046;Igor Avelino;Ala;11699;87;Igor;2
2047;Igor Teixeira Nascimento;AlaArmador;11972;54;Igor;1.91
2048;Isaac Donnell Thornton;AlaArmador;12067;130;Thornton;1.91
2049;Isaac Rafael Gonçalves;Ala;794;14;Isaac;1.92
2051;Jefferson Campos;AlaArmador;1058;3;Jefferson;1.91
2052;Jefferson William Andrade da Silva Antônio;AlaPivo;154;13;Jefferson;2.07
2053;Jefferson de Souza Sobral;Pivo;70;23;J, Sobral;2.03
2054;Jhonatan Luz dos Santos;Ala;26;17;Jhonatan;1.97
2055;Jimmy Dreher de Oliveira;Ala;105;54;Jimmy;1.91
2058;Jordan Emerson Montgomery;Ala;12055;130;Jordan;1.91
2059;José Roberto Nardi Duarte;AlaArmador;134;130;Betinho;1.95
2060;João Paulo Lopes Batista;Pivo;11957;2;Batista;2.06
2061;João Pedro de Moraes Demétrio;AlaPivo;1224;14;João Pedro;2.08
2062;João Phylippe Belmiro Bernardi;AlaPivo;1263;3;João;1.91
2064;João Vitor França dos Santos;Pivo;11571;2;João Vitor;1.91
2065;Kendall Lamont Anthony;Armador;12062;87;Anthony;1.91
2066;Kenny Montrell Dawkins;Armador;797;222;Dawkins;1.8
2067;Keyron Jamier Sheard;Armador;12058;222;Keyron;1.91
2068;Larry James Taylor Jr;Armador;192;54;Larry;1.91
2069;Leandro Moraes de Almeida;Pivo;11962;23;Leandro;1.97
2070;Leandro da Cruz Silva de Azevedo;AlaPivo;11371;130;Leandro;2.03
2071;Leonardo Bispo de Souza;Pivo;11556;2;Léo Bispo;2.06
2073;Leonardo Jacon Oliveira;Ala;1147;2;Lelê;1.96
2075;Leonardo K, Waszkiewicz;Pivo;782;53;Leonardo;1.91
2076;Leonardo Simões Meindl;Ala;555;13;Léo Meindl;2
2077;Leonardo Willians F, dos Santos;Armador;1310;23;Léo;1.91
2078;Leonardo de Souza Branquinho;Ala;11611;23;Branquinho;1.91
2079;Lewis Bernard Leonard;Ala;12063;87;Leonard;1.91
2080;Lucas Cauê de Almeida Pereira;Pivo;11770;18;Cauê;1.91
2081;Lucas Cipolini Alves;Pivo;427;14;Cipolini;2.03
2082;Lucas Dias Silva;Ala;575;17;Lucas;2.07
2083;Lucas Farina de Lima;Armador;11317;23;Lucas;1.85
2084;Lucas Fernandes Mariano;Pivo;448;3;Lucas;2.07
2085;Lucas Moraes dos Santos;Pivo;11321;23;Lucão;1.91
2087;Luis Felipe Gruber;AlaPivo;394;53;Gruber;1.91
2088;Luis Fernando Lopes Sacco;Armador;11443;17;Luis Fernando;1.91
2089;Luis Fernando da Silva;AlaArmador;138;23;Luisinho;1.83
2090;Luiz Felipe Elizeu Mendes Ribeiro;AlaPivo;273;53;Felipe;2
2091;Luiz Gustavo Basílio Timotheo de Oliveira;Ala;11328;18;Gustavo;1.91
2092;Luiz Paulo Cecílio dos Santos;Pivo;11306;87;Lupa;1.91
2093;Maique Tavares de Oliveira;Pivo;11301;23;Maique;2.11
2094;Marcellus Sarmento Câmara da Silva;Ala;268;239;Marcellus;1.88
2095;Marcelo Magalhães Machado;Ala;193;2;Marcelinho;2
2098;Marcos Vinícius Inácio;Pivo;178;210;Marcão;2.05
2099;Marcus Vinicius Urban Toledo Medina;AlaPivo;11316;53;Toledo;1.91
2100;Marcus Vinícius Vieira de Sousa;Ala;367;2;Marquinhos;2.07
2101;Mateus Alex Santana;AlaPivo;11586;87;Mateus A,;1.91
2103;Mateus de Oliveira Juzzo;Ala;11766;23;Juzzo;1.91
2104;Matheus Henrique Pereira;AlaPivo;998;16;Matheus P,;2.02
2106;Michael Somutochukwu Uchendu;Pivo;11763;13;Michael;1.91
2107;Murilo Becker da Rosa;Pivo;187;239;Murilo;2.08
2108;Murilo Henriquy Cunha da Silva;Armador;11348;222;Murilo;1.77
2109;Márcio da Silva Dornelles;Ala;445;239;Márcio;1.96
2110;Márcio de Mattos Junior;AlaArmador;539;87;Pitico;1.88
2111;Patrick Luis de Ana Vieira;AlaArmador;11387;210;Carioca;1.91
2112;Paulo Antônio da Costa Lourenço;Ala;1091;3;Paulo;1.91
2113;Paulo Heitor Boracini;AlaArmador;210;16;Paulinho;1.91
2114;Pedro César Teruel Lima;AlaArmador;360;14;Pedro;1.91
2115;Pedro Henrique Cavalin de Macedo;Ala;567;16;P, Macedo;2.03
2116;Pedro Henrique Santos de Souza;Pivo;11319;17;Pedrão;1.91
2117;Pedro Henrique Wellausen Rava;Armador;1018;2;Pedrinho;1.83
2118;Pedro Mendonça Ferreira da Silva;Armador;11430;3;Pedro;1.91
2120;Rafael Carlos Stabile Silva;Ala;277;210;R, Stabile;1.95
2122;Rafael Fernandes Castellon;Ala;803;23;Castellon;1.92
2123;Rafael Ferreira de Sousa;AlaPivo;107;2;Mineiro;1.91
2124;Rafael Hettsheimeir;Pivo;11657;13;Hettsheimeir;1.91
2125;Rafael Moreira da Silva;Ala;1023;87;Rafa Moreira;1.91
2126;Rafael de Oliveira Silva;Ala;716;16;Rafael;1.97
2127;Ralfi Silva Ansaloni;Pivo;801;18;Ansaloni;1.91
2128;Rashaun Durrel Mc Lemore;AlaArmador;1227;53;Rashaun;1.91
2129;Renan Santos Lenz;Pivo;216;18;Renan;1.91
2130;Renato Carbonari;AlaPivo;145;17;Renato;2.05
2131;Renato Scholz da Silva;AlaPivo;389;222;Renato;2.03
2132;Ricardo Augusto Lento Coelho dos Santos;AlaArmador;11979;239;Ricardinho;1.87
2133;Ricardo Fischer;Armador;478;2;Fischer;1.85
2134;Rodolfo Cesar Bellato;AlaPivo;11783;210;Dida;1.98
2135;Romário Junio de Oliveira Souza;Pivo;984;130;Romário;1.91
2136;Ronald Ricardo Ramon Guerreiro;Armador;365;2;Ramon;1.91
2137;Ronald Rudson Rodrigues dos Reis;Pivo;437;3;Ronald;2.07
2141;Scott Rodgers;AlaArmador;11975;16;Rodgers;1.95
2142;Shamell Jermaine Stallworth;Ala;137;54;Shamell;1.91
2143;Shilton Alessanco dos Santos;Pivo;43;13;Shilton;1.98
2145;Stefano Pierotti Alles;Armador;11964;13;Stefano;1.8
2146;Steven Anthony Toyloy;Pivo;859;14;Toyloy;1.91
2147;Sualisson Tavares da Silva;Ala;11287;53;Sualisson;1.91
2148;Ted Marcos Bento Simões;Ala;11332;23;Ted;1.9
2150;Thiago César Carneiro Marcello;Ala;11304;87;Thiaguinho;1.86
2151;Thiago Farias Mathias Rosa;Pivo;175;18;Mathias;1.91
2153;Tiago Valentim de Lima;Pivo;62;53;Tiagão;1.91
2154;Tyrone Denell Curnell;AlaPivo;1016;54;Tyrone ;1.91
2155;Valter Apolinario da Silva;Armador;480;13;Valtinho;1.91
2157;Victor André Camilo da Silva;AlaPivo;1309;17;Victor André;2.03
2160;Victor Dias Ribeiro;AlaArmador;11961;23;Victor;1.89
2161;Victor Matheus Leal Velozo;Pivo;11288;53;Leal;1.91
2163;Vinicius de Oliveira Cornélio Pastor;Ala;1007;130;Pastor;1.91
2164;Vinícius Villela Gobor;Armador;166;210;Vinícius;1.91
2165;Vithor Eli Lersch da Silva;Armador;11315;54;Vitinho;1.91
2167;Wagner Carvalho França Mattos;Pivo;203;239;Wagner;1.91
2168;Welington Reginaldo Dos Santos;Armador;366;239;Nezinho;1.91
2169;Wesley Alves da Silva;AlaArmador;11320;17;Mogi;1.96
2170;Wesley Henrique Gonçalves Andrade;AlaPivo;1036;130;Wesley;1.95
2171;Wesley de Castro Ferreira;Pivo;11322;16;Wesley;2
2172;William César Oliveira dos Santos;Ala;12066;130;W, César;1.91
2173;William Fournou Drudi;Pivo;159;239;Drudi;2.02
2174;Wilmar Borges Garcia;AlaPivo;11508;87;Pezão;2
2175;Yago Mateus dos Santos;Armador;11914;17;Yago;1.91
