0;jogador;posicao;id_jogador;id_equipe;jogador_apelido;altura
451;Charles Márcio Lopes E Silva;Ala;349;15;Charles;2.03
452;Chinwuba Uzoma Jeffersom Agba;Pivo;190;13;Jeff;2.08
453;Cicero da Silva Gonzaga;Ala;11363;26;Cicero;2.02
454;Cláudio Antônio Gomes Clemente;Pivo;38;20;Brasília;2.02
455;Cristiano Silva Felício;Pivo;164;16;Felicio;2.08
456;Daniel Almiro Zillmer;Ala;828;10;Gaúcho;1.98
457;Daniel Machado de Barros Castellar;Pivo;404;15;D, Alemão;2.02
458;Daniel Maurice Spillers;AlaPivo;355;14;Spillers;2
459;Daniel Nascimento Costa Souza;Pivo;299;10;Daniel Filé;2.07
461;David Boyd Teague III;AlaPivo;440;2;Teague;1.91
462;Deivisson Dos Santos Costa;Pivo;25;10;Deivisson;2.1
463;Deryk Evandro Ramos;Armador;441;15;Deryk;1.91
464;Diego Dos Santos Boa;Pivo;788;22;Diego;1.78
465;Diego Pinheiro Da Silva;Ala;39;15;Diego;1.95
466;Douglas Angelo Nunes;AlaPivo;395;13;D, Nunes;1.91
467;Durelle Lamonte Brown;AlaPivo;392;15;Durelle Brown;2.05
468;Dusan Radivojevic;Ala;416;21;Dusan;1.97
469;Eduardo Farhat Caviglia;Ala;368;17;Edu Caviglia;1.94
470;Eduardo Magalhães Machado;AlaArmador;267;2;Duda;1.91
471;Eduardo Mariano de Oliveira;Ala;140;17;Mariano;1.93
472;Edwandesson Carvalho;AlaArmador;151;22;Eddy;1.96
473;Elio Corazza Neto;Armador;433;17;Elinho;1.91
474;Eric Aparecido Soares;AlaPivo;51;21;Eric;2.04
475;Eric Arthur Romualdo;Armador;315;15;Tatu;1.85
476;Erick Rodrigues Camilo;Pivo;369;17;Erick;1.91
478;Evandro Fernandes Pinto;AlaPivo;45;20;Soró;1.9
479;Fabricio Russo de Oliveira;Ala;309;19;Fabricio;2
480;Facundo Luis Sucatzky;Armador;188;16;Sucatzky;1.77
481;Felipe Gustavo Da Silva;Armador;21;10;Felipe;1.87
484;Fernando Carneiro Coloneze;Pivo;180;1;Coloneze;2.07
485;Fernando Feres Penna;Armador;449;14;F, Penna;1.89
486;Fernando Fischer;AlaArmador;149;13;F, Fischer;1.9
487;Fernando Martins Alvim;Pivo;122;10;Fernando;2.02
488;Fernando Rocha Sousa;AlaPivo;740;22;Fernando Sousa;1.91
489;Francisco Tardivo Delben;AlaPivo;22;10;Chico;2.02
490;Frederico Duarte Brito dos Santos;AlaPivo;428;2;Fred Duarte;1.98
491;Frederico Lima Santos;Armador;153;2;Fred;1.84
492;Frederico Rossi Dos Santos;Ala;33;3;Rossi;1.95
493;Fábio Santos de Oliveira;Ala;396;3;Fábio;1.95
494;Fúlvio Chiantia de Assis;Armador;214;19;Fúlvio;1.91
496;Guilherme Filipin Alves Pereira;Ala;86;22;Filipin;1.91
497;Guilherme Frantz Teichmann;AlaPivo;182;2;Teichmann;2.04
498;Guilherme Giovannoni;AlaPivo;78;3;Giovannoni;1.91
499;Guilherme Pereira Deodato;Ala;146;13;Gui;1.92
500;Guilherme Santos Hubner;AlaPivo;168;16;Guilherme;2.1
501;Guilherme Schneider;Ala;341;1;Schneider;1.91
502;Gustavo Henrique de Araujo Gomes;Pivo;432;22;Gutt;1.91
503;Gustavo Santos Pereira Lima;Armador;310;18;Lima;1.91
504;Gutemberg Pereira de Souza;Ala;400;2;Guto;1.9
505;Henrique Macia Alves da Cruz;AlaPivo;420;13;Pilar;1.91
507;Henrique Nogueira Hernandes;AlaPivo;82;26;Henrique;1.93
508;Hátila de Souza Passos;Pivo;386;20;Hátila Passos;2.06
509;Hélio Rubens Garcia Filho;Armador;91;14;Helinho;1.83
510;Hélio Vitor Luiz da Costa Lima;AlaArmador;152;2;Hélio;1.87
511;Jefferson Campos;AlaArmador;1058;17;Jefferson;1.91
512;Jefferson William Andrade da Silva Antônio;AlaPivo;154;2;Jefferson;2.07
513;Jefferson de Souza Sobral;Pivo;70;10;J, Sobral;2.03
514;Jhonatan Luz dos Santos;Ala;26;15;Jhonatan;1.97
515;Jimmy Dreher de Oliveira;Ala;105;19;Jimmy;1.91
516;Joel Gabriel Muñoz Castillo;Armador;342;22;Muñoz;1.75
517;Jordan Burger;AlaPivo;839;17;Jordan;2.03
518;Joseph Delano Shipp Iii;AlaPivo;442;19;Shipp;1.91
519;José Anibal Arantes Limonta Silva;Armador;80;26;Zezinho;1.84
520;José Estevam Ferreira Junior;Pivo;36;20;Estevão;2.11
521;José Roberto Nardi Duarte;AlaArmador;134;17;Betinho;1.95
522;José Victor Ferreira Jerônimo;Pivo;627;17;Jerônimo;2.08
523;João Gabriel Abreu Fidélis;Ala;158;22;João;1.88
525;João Pedro Boni Sa;AlaPivo;379;22;João Pedro;1.92
526;João Victor Chaves Ramalho;Pivo;285;1;João Victor;2
527;Juan Pablo Figueroa;Armador;423;18;Figueroa;1.82
528;Larry James Taylor Jr;Armador;192;13;Larry;1.91
530;Leandro Da Cruz Silva;AlaPivo;165;16;Leandro Silva;2.03
531;Leonardo Di Pacce Dos Santos;Pivo;102;18;Morro;1.91
533;Lucas Cipolini Alves;Pivo;427;20;Cipolini;2.03
534;Lucas Daniel Tischer;Pivo;100;3;Tischer;2.08
536;Lucas Miguel Avelino;Armador;451;13;Lucas Locke;1.9
537;Lucas Pinheiro Taets;Armador;434;21;Taets;1.83
538;Luciano Ferreira de Souza Junior;AlaPivo;390;26;Matão;2
540;Luis Felipe Gruber;AlaPivo;394;1;Gruber;1.91
542;Luis Fernando Pascotti;Pivo;318;15;Luis Fernando;1.91
543;Luis Fernando da Silva;AlaArmador;138;10;Luisinho;1.83
545;Luiz Felipe Campos Lemes;AlaArmador;155;17;Luiz Felipe;1.9
546;Luiz Felipe Elizeu Mendes Ribeiro;AlaPivo;273;17;Felipe;2
547;Luiz Felipe Faria Azevedo Filho;Ala;61;21;Felipinho;1.9
548;Maicon Bento Do Nascimento;AlaArmador;383;21;Maicon;2.13
550;Marcelo Magalhães Machado;Ala;193;2;Marcelinho;2
551;Marcus Vinícius Vieira de Sousa;Ala;367;18;Marquinhos;2.07
552;Mark Antonio Borders;Armador;825;10;Mark Borders;1.87
553;Marques Demtruis Lewis;AlaArmador;477;14;Lewis;1.91
554;Mateus Nascimento Siqueira Dos Santos;Armador;321;19;Mateus;1.91
555;Matheus Dalla Barba;Ala;412;15;Matheus Dalla;1.97
556;Matheus Marin De Freitas;;678;22;Matheus Freitas;1.91
557;Matheus dos Prazeres Costa;Armador;30;19;Matheus;1.8
558;Maurice Levell Riddick;Ala;417;21;Riddick;1.9
560;Michel Ferreira do Nascimento;Armador;393;16;Michel;1.91
561;Murilo Becker da Rosa;Pivo;187;19;Murilo;2.08
562;Murilo Noceti Veloso;Ala;566;15;Murilo;1.91
563;Márcio Santos Cipriano;AlaPivo;34;3;Cipriano;2
564;Márcio da Silva Dornelles;Ala;445;14;Márcio;1.96
565;Omar Kennedy Bertolin Pereira;Pivo;325;21;Omar;2.03
568;Paulo Fernando Moreira De Castro;Pivo;113;19;Paulão;2.11
569;Paulo Heitor Boracini;AlaArmador;210;1;Paulinho;1.91
570;Paulo Henrique Rossito;;112;26;Paulão;2.02
571;Paulo Rogerio Nery;Armador;104;19;Paulo Nery;1.9
572;Pedro César Teruel Lima;AlaArmador;360;17;Pedro;1.91
573;Pedro Henrique de Souza Carvalho;Pivo;430;17;Pedrão;2
574;Pedro Ignacio Calderon;Pivo;476;26;Calderon;2.09
575;Pedro Pucci de Melo Rodrigues;Ala;791;26;Pedro;1.9
577;Rafael Diogo da Silva;Armador;789;21;Rafinha;1.91
578;Rafael Fernandes Castellon;Ala;803;13;Castellon;1.92
579;Rafael Ferreira de Sousa;AlaPivo;107;19;Mineiro;1.91
580;Rafael Paulo De Lara Araújo;Pivo;191;2;Babby;2.12
581;Rafael Rodrigues;Pivo;35;15;Mineiro;1.91
582;Ralfi Silva Ansaloni;Pivo;801;21;Ansaloni;1.91
583;Raphael Mancel da Silva;AlaPivo;419;22;Rafu;1.91
584;Raul Oliveira Rodrigues;AlaPivo;53;20;Raul;1.93
585;Raul Togni Neto;Armador;189;16;Raulzinho;1.84
586;Renato Carbonari;AlaPivo;145;13;Renato;2.05
587;Renato Lamas Pinto;Ala;117;19;Renato Lamas;2.03
588;Renato Scholz da Silva;AlaPivo;389;1;Renato;2.03
589;Ricardo Fischer;Armador;478;19;Fischer;1.85
590;Ricardo Junqueira Giannecchini;Armador;263;26;Ricardo;1.81
591;Ricardo Leopoldo de Azevedo;AlaPivo;28;13;Ricardo;2.02
592;Ricardo Luis Probst;Pivo;95;14;Ricardo Probst;2
593;Ricardo Santos Gaspar;AlaPivo;1059;22;Gaspar;2.05
594;Ricardo Taboas de Bem;Pivo;431;22;De Bem;2.1
595;Robby Stephen Collum;AlaArmador;424;20;Collum;1.83
596;Robert Andrew Day;Ala;425;20;Robert Day;1.97
597;Robert Earl Owens II;Ala;418;21;Owens;2.01
598;Roberto Dias Ferreira;Pivo;792;21;Roberto;2
599;Robson Coimbra Vesper;Ala;60;21;Robson;1.95
600;Rodrigo Alves Maistro;Ala;68;15;R, Biro;1.97
601;Rodrigo César Silva;AlaPivo;167;16;Rodrigo Silva;2.05
602;Rogério Klafke;Ala;446;14;Rogério;2
603;Ronald Ricardo Ramon Guerreiro;Armador;365;15;Ramon;1.91
604;Ronald Rudson Rodrigues dos Reis;Pivo;437;3;Ronald;2.07
605;Sanlley Borges de Freitas;Ala;852;22;Sanlley;1.9
606;Shamell Jermaine Stallworth;Ala;137;18;Shamell;1.91
607;Shilton Alessanco dos Santos;Pivo;43;1;Shilton;1.98
608;Thiago César Carneiro Marcello;Ala;11304;17;Thiaguinho;1.86
609;Thiago Melo;Armador;101;18;Thiaguinho;1.77
610;Thiago Perez Pereira da Silva;Ala;161;16;Perez;1.93
611;Thomas Lutke Gehrke;AlaPivo;271;18;Gehrke;2.03
612;Thyago Taroni Aleo;Armador;29;13;Thyago Aleo;1.83
613;Tiago Valentim de Lima;Pivo;62;1;Tiagão;1.91
614;Valter Apolinario da Silva;Armador;480;20;Valtinho;1.91
615;Vinicius Bristott;AlaPivo;54;1;V, Bristott;1.92
616;Vinícius Villela Gobor;Armador;166;17;Vinícius;1.91
617;Vitor Alves Benite;AlaArmador;483;14;Benite;1.9
618;Wagner Carvalho França Mattos;Pivo;203;2;Wagner;1.91
619;Wanderson Camargo Trigueiro;AlaPivo;108;19;Wanderson;2.04
620;Wanderson De Jesus Jovino;Pivo;173;22;De Jesus;2.03
621;Welington Reginaldo Dos Santos;Armador;366;3;Nezinho;1.91
622;William Fournou Drudi;Pivo;159;14;Drudi;2.02
624;Átila Sacramento dos Santos;Pivo;399;2;Átila Dos Santos;1.91
625;Adriano de Abreu  Machado;Pivo;848;17;Adriano;1.91
626;Alessandro Magno Rocha Dos Santos;AlaPivo;174;29;Casé;2.03
627;Alex Donizete Passilongo;Pivo;444;13;Alex Passilongo;2.12
628;Alex Ribeiro Garcia;Ala;481;3;Alex;1.9
629;Alex da Silva Marques;Ala;827;23;Alex Marques;1.98
631;Alexandro da Silva de Oliveira;Ala;147;17;Alex;1.91
632;Alvaro Calvo Masa;Ala;824;19;Calvo;2.02
633;Alírio Alves de Souza;Pivo;284;3;Alírio;2.1
634;Anderson Eurípedes Ferreira;AlaPivo;81;13;Mosso;2.05
635;Andre Bennett Laws;AlaArmador;796;19;Laws;1.86
636;André Luiz Bresolin Góes;Ala;57;1;André;1.95
637;André Luiz Brugger De Mello Rodrigues;Armador;241;29;André;1.93
638;André Luiz Quirino Pereira;Pivo;351;15;A, Bambu;2.05
640;André Stefanelli Martins;Ala;447;19;Dedé;1.98
641;André de Souza Silva;Pivo;85;13;Andrezão;1.91
642;Arlindo Gomes Baltazar Neto;AlaArmador;23;15;Neto;1.91
643;Arnaldo de Souza Moreira Filho;AlaArmador;275;29;Arnaldinho;1.91
644;Arthur José da Luz Casimiro;Pivo;370;17;Arthur;1.91
645;Arthur Luiz Belchor Silva;Ala;31;3;Arthur;1.97
647;Atílio Leonardo Gomes de Mello;Pivo;858;14;Atílio ;2.06
648;Audrei Parisotto;Ala;40;1;Audrei;1.91
650;Bruno Enrico Mortari;Ala;118;18;Bruno Mortari;1.86
652;Bruno Irigoyen;Ala;324;16;Bruno;1.98
653;Bruno Lira Barbosa da Silva;AlaPivo;65;21;Bruno;2.01
654;Bruno Pires Fiorotto;Pivo;484;18;B, Fiorotto;2.08
655;Bruno Vieira da Cruz Langsdorff;Armador;348;3;Bruninho;1.88
656;Caio Aparecido da Silveira Torres;Pivo;598;2;C, Torres;1.91
657;Carlos Alexandre Rodrigues do Nascimento;AlaPivo;482;18;Olivinha;2.03
658;Carlos Henrique Rodrigues Do Nascimento;AlaPivo;298;29;Olivia;2.11
659;Cauê Borges dos Santos;AlaArmador;96;16;Cauê;1.9
660;Cesar Luiz Fabretti Araujo;AlaPivo;119;23;César;2.02
661;Chandler Yury Chaves;Ala;133;10;Chandler;1.96
662;Chinwuba Uzoma Jeffersom Agba;Pivo;190;13;Jeff;2.08
663;Christopher Xavier Hayes;AlaPivo;862;2;Hayes;2.03
664;Cicero da Silva Gonzaga;Ala;11363;10;Cicero;2.02
665;Cláudio Antônio Gomes Clemente;Pivo;38;20;Brasília;2.02
666;Cristiano Silva Felício;Pivo;164;16;Felicio;2.08
667;Daniel Almiro Zillmer;Ala;828;13;Gaúcho;1.98
668;Daniel Machado de Barros Castellar;Pivo;404;15;D, Alemão;2.02
669;Daniel Nascimento Costa Souza;Pivo;299;10;Daniel Filé;2.07
671;Darlan Ferreira De Oliveira;Pivo;87;21;Darlan;2.07
672;Davi Rossetto de Oliveira;Armador;381;18;Davi;1.81
673;David Wayne Jackson Jr;Ala;595;2;Jackson;1.91
674;Deivisson Dos Santos Costa;Pivo;25;10;Deivisson;2.1
675;Deryk Evandro Ramos;Armador;441;15;Deryk;1.91
676;Diego Gomes;AlaArmador;698;23;Diego;1.85
677;Diego Pinheiro Da Silva;Ala;39;15;Diego;1.95
678;Diego Santana Conceição;AlaPivo;786;29;Diego;1.98
679;Douglas Angelo Nunes;AlaPivo;395;13;D, Nunes;1.91
680;Durval Alves Prado Cunha;Ala;612;1;Durval;2.01
682;Eduardo Magalhães Machado;AlaArmador;267;2;Duda;1.91
683;Eduardo Mariano de Oliveira;Ala;140;10;Mariano;1.93
685;Edwandesson Carvalho;AlaArmador;151;17;Eddy;1.96
686;Edward Richard Basden;AlaArmador;813;14;Basden;1.96
687;Elio Corazza Neto;Armador;433;17;Elinho;1.91
688;Eric Arthur Romualdo;Armador;315;15;Tatu;1.85
689;Erick Rodrigues Camilo;Pivo;369;17;Erick;1.91
690;Evandro Fernandes Pinto;AlaPivo;45;20;Soró;1.9
691;Fabiano Koiti Costa Fujimori;Pivo;835;14;Fabiano Koiti;1.82
692;Fabricio Russo de Oliveira;Ala;309;23;Fabricio;2
694;Felipe Barros Dias;Armador;817;10;Felipe Dias;1.86
696;Felipe Gustavo Da Silva;Armador;21;10;Felipe;1.87
698;Felipe Taddei;AlaArmador;93;14;Taddei;1.9
699;Fernando Carneiro Coloneze;Pivo;180;29;Coloneze;2.07
700;Fernando Feres Penna;Armador;449;14;F, Penna;1.89
701;Fernando Fischer;AlaArmador;149;13;F, Fischer;1.9
702;Fernando Martins Alvim;Pivo;122;29;Fernando;2.02
704;Francisco Tardivo Delben;AlaPivo;22;19;Chico;2.02
705;Frederico Lima Santos;Armador;153;2;Fred;1.84
706;Frederico Rossi Dos Santos;Ala;33;3;Rossi;1.95
707;Fábio Santos de Oliveira;Ala;396;3;Fábio;1.95
708;Fúlvio Chiantia de Assis;Armador;214;19;Fúlvio;1.91
710;George Frederico Torres Homem Chaia;Armador;530;29;Gegê;1.82
711;Guilherme Frantz Teichmann;AlaPivo;182;2;Teichmann;2.04
712;Guilherme Giovannoni;AlaPivo;78;3;Giovannoni;1.91
713;Guilherme Pereira Deodato;Ala;146;13;Gui;1.92
714;Guilherme Santos Hubner;AlaPivo;168;16;Guilherme;2.1
715;Guillermo Alejandro Araujo Cappello;Pivo;826;17;Araujo;2.04
716;Guillermo Federico Kammerichs;AlaPivo;892;2;Kammerichs;2.03
717;Gustavo Estevão de Oliveira Lima;Armador;11393;1;Gustavo;1.88
718;Gutemberg Pereira de Souza;Ala;400;2;Guto;1.9
719;Heitor Fabio Cardoso;Armador;11467;23;Heitor;1.88
720;Henrique Coelho;Armador;711;20;Coelho;1.87
721;Henrique Macia Alves da Cruz;AlaPivo;420;13;Pilar;1.91
722;Hélio Rubens Garcia Filho;Armador;91;14;Helinho;1.83
723;Hélio Vitor Luiz da Costa Lima;AlaArmador;152;2;Hélio;1.87
724;Ibrahim Olakunle Badmus;Armador;799;21;Ibrahim Badmus;1.85
725;Isaac Rafael Gonçalves;Ala;794;21;Isaac;1.92
726;Ismar do Vale Neto;AlaArmador;829;3;Ismar;1.88
727;James Clarence Parker;AlaArmador;64;23;Jay Parker;1.85
729;Jefferson Campos;AlaArmador;1058;21;Jefferson;1.91
730;Jefferson William Andrade da Silva Antônio;AlaPivo;154;19;Jefferson;2.07
731;Jefferson de Souza Sobral;Pivo;70;29;J, Sobral;2.03
732;Jeffery Trepagnier;AlaPivo;864;23;Trepagnier;1.94
733;Jeffrey Afriyie Kame Addai;Armador;810;17;Addai;1.94
734;Jeffrey Kyle Ledbetter;AlaArmador;800;21;Jeff;1.92
735;Jermaine Lafrance Johnson;AlaPivo;812;14;Johnson;2.03
736;Jhonatan Luz dos Santos;Ala;26;15;Jhonatan;1.97
737;Jimmy Dreher de Oliveira;Ala;105;19;Jimmy;1.91
738;Jon Keaton Rogers;Pivo;793;15;Rogers;1.91
739;Jordan Burger;AlaPivo;839;16;Jordan;2.03
740;José Anibal Arantes Limonta Silva;Armador;80;10;Zezinho;1.84
741;José Estevam Ferreira Junior;Pivo;36;20;Estevão;2.11
742;José Roberto Nardi Duarte;AlaArmador;134;17;Betinho;1.95
743;José Victor Ferreira Jerônimo;Pivo;627;1;Jerônimo;2.08
745;Juan Pablo Figueroa;Armador;423;18;Figueroa;1.82
746;Kenny Montrell Dawkins;Armador;797;23;Dawkins;1.8
747;Kevin Edward Sowell;AlaArmador;814;14;Sowell;1.9
748;Larry James Taylor Jr;Armador;192;13;Larry;1.91
751;Leandro Da Cruz Silva;AlaPivo;165;16;Leandro Silva;2.03
752;Leandro Mateus Barbosa;AlaArmador;596;2;Leandrinho;1.92
754;Leonardo Di Pacce Dos Santos;Pivo;102;18;Morro;1.91
756;Leonardo K, Waszkiewicz;Pivo;782;20;Leonardo;1.91
757;Leonardo Simões Meindl;Ala;555;14;Léo Meindl;2
758;Lucas Cipolini Alves;Pivo;427;20;Cipolini;2.03
759;Lucas Daniel Tischer;Pivo;100;3;Tischer;2.08
760;Lucas Dias Silva;Ala;575;18;Lucas;2.07
761;Lucas Fernandes Mariano;Pivo;448;14;Lucas;2.07
762;Lucas Miguel Avelino;Armador;451;13;Lucas Locke;1.9
763;Lucas Pinheiro Taets;Armador;434;21;Taets;1.83
764;Luciano Agustin Gonzalez;Ala;763;16;Gonzalez;1.85
765;Luciano Silva Jardim Starling;Armador;357;16;Luciano Starling;1.85
766;Luis Felipe Gruber;AlaPivo;394;20;Gruber;1.91
767;Luis Fernando Lima dos Santos;Ala;314;10;Luís Fernando;1.93
768;Luis Fernando da Silva;AlaArmador;138;10;Luisinho;1.83
770;Luiz Felipe Campos Lemes;AlaArmador;155;1;Luiz Felipe;1.9
771;Luiz Felipe Elizeu Mendes Ribeiro;AlaPivo;273;17;Felipe;2
772;Luiz Henrique Silva Vieira;AlaArmador;634;17;Luiz Henrique;1.87
773;Luiz Otavio Guimarães Schwartzman;AlaPivo;816;10;Mingau;2.01
774;Magen Pharez McNeil;Ala;66;21;McNeil;1.98
775;Manuil Egídio Leal De Souza;Pivo;59;21;Manuil;2.13
776;Marcellus Sarmento Câmara da Silva;Ala;268;29;Marcellus;1.88
777;Marcelo Magalhães Machado;Ala;193;2;Marcelinho;2
778;Marcos Martins da Rosa;Pivo;52;21;Marcão;2.08
779;Marcos Sather Garcia Hubner;Pivo;787;29;Hubner;2.05
780;Marcus Vinícius Vieira de Sousa;Ala;367;18;Marquinhos;2.07
781;Mark Antonio Borders;Armador;825;16;Mark Borders;1.87
782;Matheus Dalla Barba;Ala;412;21;Matheus Dalla;1.97
783;Matheus dos Prazeres Costa;Armador;30;19;Matheus;1.8
784;Maxwell Dias Ribeiro;AlaPivo;629;1;Maxwell;1.97
786;Murilo Becker da Rosa;Pivo;187;19;Murilo;2.08
787;Márcio Santos Cipriano;AlaPivo;34;3;Cipriano;2
788;Márcio da Silva Dornelles;Ala;445;14;Márcio;1.96
790;Nathan Wilbarte Thomas;Ala;804;13;Nate;2
791;Olintho Pereira Abrão Silva;Ala;715;20;Dida;2.01
792;Otavio Augusto Troyano De Castro;Armador;292;16;Otávio;1.88
794;Paulo Felipe dos Santos Teixeira;Pivo;523;10;Paulão;2.06
795;Paulo Fernando Moreira De Castro;Pivo;113;19;Paulão;2.11
796;Paulo Heitor Boracini;AlaArmador;210;18;Paulinho;1.91
797;Paulo Rogerio Nery;Armador;104;23;Paulo Nery;1.9
798;Pedro César Teruel Lima;AlaArmador;360;17;Pedro;1.91
799;Pedro Henrique Cavalin de Macedo;Ala;567;18;P, Macedo;2.03
800;Pedro Henrique Soares da Silva;Ala;735;21;Galocha;2
802;Rafael Carlos Stabile Silva;Ala;277;10;R, Stabile;1.95
804;Rafael Fernandes Castellon;Ala;803;23;Castellon;1.92
805;Rafael Ferreira de Sousa;AlaPivo;107;18;Mineiro;1.91
806;Rafael Leite Malfi;Armador;11259;23;Rafa;1.85
807;Rafael Paulo De Lara Araújo;Pivo;191;14;Babby;2.12
808;Rafael Rodrigues;Pivo;35;23;Mineiro;1.91
809;Ralfi Silva Ansaloni;Pivo;801;23;Ansaloni;1.91
810;Raphael Rodrigues De Oliveira;Armador;601;3;Raphael;1.82
811;Rashad Jamal Bishop;AlaPivo;857;1;Bishop;1.96
812;Renato Carbonari;AlaPivo;145;17;Renato;2.05
813;Renato Lamas Pinto;Ala;117;18;Renato Lamas;2.03
814;Renato Scholz da Silva;AlaPivo;389;1;Renato;2.03
815;Ricardo Augusto Lento Coelho dos Santos;AlaArmador;784;29;Ricardinho;1.87
817;Ricardo Fischer;Armador;478;19;Fischer;1.85
818;Ricardo Leopoldo de Azevedo;AlaPivo;28;10;Ricardo;2.02
819;Ricardo Luis Probst;Pivo;95;14;Ricardo Probst;2
820;Robby Stephen Collum;AlaArmador;424;20;Collum;1.83
821;Robert Andrew Day;Ala;425;20;Robert Day;1.97
822;Rodrigo Alves Maistro;Ala;68;15;R, Biro;1.97
823;Rodrigo César Silva;AlaPivo;167;16;Rodrigo Silva;2.05
824;Rodrigo Pereira Santos Bispo;Pivo;75;29;Rodrigo Bahia;2.04
825;Rogério Klafke;Ala;446;15;Rogério;2
826;Romário Gabriel Santos Veber;Armador;11201;1;Romário;1.91
827;Ronald Ricardo Ramon Guerreiro;Armador;365;15;Ramon;1.91
828;Ronald Rudson Rodrigues dos Reis;Pivo;437;3;Ronald;2.07
829;Shamell Jermaine Stallworth;Ala;137;18;Shamell;1.91
830;Shilton Alessanco dos Santos;Pivo;43;1;Shilton;1.98
831;Steven Anthony Toyloy;Pivo;859;15;Toyloy;1.91
832;Thad Kojo Mensah;Armador;853;1;Kojo;1.85
833;Thiago César Carneiro Marcello;Ala;11304;17;Thiaguinho;1.86
834;Thiago Fabiano Da Silva Pereira;Armador;323;10;Thiaguinho;1.91
835;Thiago Francisco Labbate;Pivo;308;23;Labbate;2.08
836;Thiago Perez Pereira da Silva;Ala;161;23;Perez;1.93
837;Thomaz de Moura Melazzo;AlaPivo;326;1;T, Melazzo;2.02
838;Thyago Taroni Aleo;Armador;29;13;Thyago Aleo;1.83
839;Tiago Valentim de Lima;Pivo;62;1;Tiagão;1.91
840;Tobias Marramarco Lovato;Ala;841;16;Tobias;1.91
841;Ulisses Ferreira de Lima;Ala;783;29;Lima;1.99
842;Valter Apolinario da Silva;Armador;480;20;Valtinho;1.91
843;Vitor Alves Benite;AlaArmador;483;15;Benite;1.9
844;Vuk Ivanovic;Pivo;860;14;Ivanovic;2.08
845;Wagner Carvalho França Mattos;Pivo;203;2;Wagner;1.91
846;Wanderson Camargo Trigueiro;AlaPivo;108;14;Wanderson;2.04
847;Welington Reginaldo Dos Santos;Armador;366;3;Nezinho;1.91
849;William Fournou Drudi;Pivo;159;14;Drudi;2.02
851;Átila Sacramento dos Santos;Pivo;399;2;Átila Dos Santos;1.91
852;Abner Davi de Novais Moreira;Pivo;987;1;Abner;1.91
853;Adriano de Abreu  Machado;Pivo;848;53;Adriano;1.91
854;Adyb Natan Milhomem Fernandes;Pivo;533;23;Adyb;2.03
855;Alessandro Magno Rocha Dos Santos;AlaPivo;174;21;Casé;2.03
856;Alex Donizete Passilongo;Pivo;444;55;Alex Passilongo;2.12
857;Alex Ribeiro Garcia;Ala;481;3;Alex;1.9
859;Alexandre Henrique Santos Pinheiro;Armador;58;21;Xande;1.85
861;Alexandro da Silva de Oliveira;Ala;147;17;Alex;1.91
862;Allens Jemmott Duquese;AlaArmador;1040;21;Jemmott;1.94
863;Alvaro Calvo Masa;Ala;824;19;Calvo;2.02
864;Alírio Alves de Souza;Pivo;284;3;Alírio;2.1
865;Anderson Eurípedes Ferreira;AlaPivo;81;13;Mosso;2.05
866;Andre Bennett Laws;AlaArmador;796;19;Laws;1.86
867;Andre Luiz Marques Ferreira Dos Santos;Ala;320;52;Mudo;1.98
868;André Luiz Bresolin Góes;Ala;57;53;André;1.95
869;André Luiz Brugger De Mello Rodrigues;Armador;241;17;André;1.93
870;André Luiz Quirino Pereira;Pivo;351;18;A, Bambu;2.05
871;André Renato Candido;Armador;1025;55;Andrezinho;1.79
872;André Romanato Pizzolato;Ala;1024;55;Dedé;2
873;André Stefanelli Martins;Ala;447;19;Dedé;1.98
874;André de Souza Silva;Pivo;85;13;Andrezão;1.91
875;Anthony B, Walton;Ala;1003;16;Walton;1.91
876;Antonio Elpidio Ferreira Junior;AlaPivo;558;14;Antonio;2
877;Antwaine Wiggins;Ala;1017;52;Wiggins;2.05
878;Arlindo Gomes Baltazar Neto;AlaArmador;23;23;Neto;1.91
879;Arnaldo de Souza Moreira Filho;AlaArmador;275;29;Arnaldinho;1.91
880;Arthur Luiz Belchor Silva;Ala;31;3;Arthur;1.97
881;Arthur Meireles Vieira de Souza;Pivo;1228;29;Arthur;2.04
882;Arthur Pecos Fernandes da Silva;Armador;1013;52;Arthur Pecos;1.84
883;Audrei Parisotto;Ala;40;20;Audrei;1.91
884;Benzor Simmons;Ala;1041;21;Simmons;1.96
885;Bernard Gregory Robinson Jr;Ala;475;53;Robinson Jr;1.98
886;Brandon Kierre McGee;Ala;1048;23;McGee;2.03
887;Bruno Enrico Mortari;Ala;118;18;Bruno Mortari;1.86
888;Bruno Felipe Vianna dos Santos;Armador;583;17;Bruno;1.91
889;Bruno Irigoyen;Ala;324;16;Bruno;1.98
890;Bruno Pires Fiorotto;Pivo;484;18;B, Fiorotto;2.08
891;Bruno Vieira da Cruz Langsdorff;Armador;348;29;Bruninho;1.88
892;Bruno Zanotti Cavazzoni Barrail;Ala;1230;2;Zanotti;1.98
893;Caio Aparecido da Silveira Torres;Pivo;598;2;C, Torres;1.91
895;Caio Roberto Ranches de Souza;Ala;948;54;Caio;1.92
896;Caleb Franklin Brown;Armador;1011;52;Caleb Brown;1.85
897;Carlos Alexandre Rodrigues do Nascimento;AlaPivo;482;2;Olivinha;2.03
898;Cauê Borges dos Santos;AlaArmador;96;14;Cauê;1.9
