"","jogador","id_jogador","jogador..3","jogador_apelido","Temporada","id_equipe","equipe","played_minutes","tried_two_points","made_two_points","lost_two_points","two_points","tried_three_points","made_three_points","lost_three_points","three_points","tried_free_throw_points","made_free_throw_points","lost_free_throw_points","tried_points","lost_points","total_points","offensive_rebounds","defensive_rebounds","total_assists","steals","free_throw_points","correct_two_points_throws","wrong_two_points_throws","two_points_throws_total","wrong_throws","tried_dunk_points","dunk_points","correct_three_points_throws","three_points_throws_total","wrong_three_points_throws","correct_free_throws","wrong_free_throws","total_free_throws","total_rebounds","total_of_blocks","commited_fouls","received_fouls","fouls","total_fouls","total_of_errors","mistakes","pos","exp"
"503","Paulo Heitor Boracini",210,"Paulo Heitor Boracini","Paulinho","NBB 3",1,"Joinville",1052.6499,0.210896329349388,0.0978482969503916,0.113048032398996,0.195696593900783,0.202346478159548,0.0721987433808715,0.130147734778676,0.216596230142614,0.114947999330072,0.0892984457605515,0.0256495535695201,1.14378009250749,0,0.501591269803949,0.0151997354486045,0.0854985118984004,0.113998015864534,0.0408492890181246,0.0892984457605515,0.0978482969503916,0.113048032398996,0.210896329349388,0.643138806169079,0,0,0.0721987433808715,0.202346478159548,0.130147734778676,0.0892984457605515,0.0256495535695201,0.114947999330072,0.100698247347005,0.00379993386215113,0.0949983465537782,0.127297784382063,0.0949983465537782,0.0949983465537782,0.100698247347005,0.0911984126916271,"AlaArmador",8
"504","Paulo Henrique Rossito",112,"Paulo Henrique Rossito","Paulão","NBB 3",26,"Assis",202.29999,0.197726159057151,0.123578849410719,0.0741473096464315,0.247157698821438,0.0346020778350014,0.0247157698821438,0.00988630795285754,0.0741473096464315,0.138408311340006,0.103806233505004,0.0346020778350014,0.637666862959311,0,0.425111241972874,0.0840336175992891,0.177953543151436,0.0444883857878589,0.0247157698821438,0.103806233505004,0.123578849410719,0.0741473096464315,0.197726159057151,0.573405861265737,0.00988630795285754,0.00988630795285754,0.0247157698821438,0.0346020778350014,0.00988630795285754,0.103806233505004,0.0346020778350014,0.138408311340006,0.261987160750725,0.0296589238585726,0.247157698821438,0.103806233505004,0.247157698821438,0.247157698821438,0.0395452318114301,0.0197726159057151,"",2
"505","Paulo Rogerio Nery",104,"Paulo Rogerio Nery","Paulo Nery","NBB 3",19,"São José",446.76676,0.219353830173041,0.136536567760771,0.0828172624122708,0.273073135521541,0.123106741423646,0.0380511746218541,0.0850555668017916,0.114153523865562,0.0738640448541874,0.0358128702323333,0.0380511746218541,0.881891929471208,0,0.423039529619437,0.0447660877904166,0.0693874360751458,0.0492426965694583,0.0335745658428125,0.0358128702323333,0.136536567760771,0.0828172624122708,0.219353830173041,0.550622879822125,0,0,0.0380511746218541,0.123106741423646,0.0850555668017916,0.0358128702323333,0.0380511746218541,0.0738640448541874,0.114153523865562,0.00223830438952083,0.141013176539812,0.0470043921799375,0.141013176539812,0.141013176539812,0.040289479011375,0.0313362614532916,"Armador",5
"506","Pedro César Teruel Lima",360,"Pedro César Teruel Lima","Pedro","NBB 3",17,"Paulistano",620.54986,0.177262146187576,0.0934654952625402,0.0837966509250361,0.18693099052508,0.196599834862585,0.0692933844187798,0.127306450443805,0.207880153256339,0.0837966509250361,0.0644589622500277,0.0193376886750083,1.02812044788794,0,0.459270106031448,0.0257835849000111,0.0338409551812646,0.041898325462518,0.041898325462518,0.0644589622500277,0.0934654952625402,0.0837966509250361,0.177262146187576,0.546289705068985,0,0,0.0692933844187798,0.196599834862585,0.127306450443805,0.0644589622500277,0.0193376886750083,0.0837966509250361,0.0596245400812757,0,0.0757392806437826,0.0725163325312812,0.0757392806437826,0.0757392806437826,0.0531786438562729,0.0402868514062673,"AlaArmador",7
"507","Pedro Henrique de Souza Carvalho",430,"Pedro Henrique de Souza Carvalho","Pedrão","NBB 3",17,"Paulistano",14.58333,0.0685714442449015,0,0.0685714442449015,0,0,0,0,0,0,0,0,0.137142888489803,0,0,0,0,0,0.0685714442449015,0,0,0.0685714442449015,0.0685714442449015,0.0685714442449015,0,0,0,0,0,0,0,0,0,0,0.137142888489803,0,0.137142888489803,0.137142888489803,0,0,"Pivo",1
"508","Pedro Ignacio Calderon",476,"Pedro Ignacio Calderon","Calderon","NBB 3",26,"Assis",602.9668,0.218917525807391,0.10282489848529,0.116092627322101,0.20564979697058,0.0895571696484782,0.0281939237782246,0.0613632458702536,0.0845817713346738,0.0663386441840579,0.0464370509288405,0.0199015932552174,0.772845204744275,0,0.336668619234094,0.0613632458702536,0.169163542669348,0.0597047797656521,0.0232185254644203,0.0464370509288405,0.10282489848529,0.116092627322101,0.218917525807391,0.495881365275833,0,0,0.0281939237782246,0.0895571696484782,0.0613632458702536,0.0464370509288405,0.0199015932552174,0.0663386441840579,0.230526788539601,0.0232185254644203,0.104483364589891,0.0746309747070651,0.104483364589891,0.104483364589891,0.0729725086024637,0.0580463136610507,"Pivo",1
"509","Pedro Pucci de Melo Rodrigues",791,"Pedro Pucci de Melo Rodrigues","Pedro","NBB 3",26,"Assis",44.7333,0.111773555718,0.0447094222871999,0.0670641334307999,0.0894188445743998,0.0670641334307999,0.0223547111436,0.0447094222871999,0.0670641334307999,0,0,0,0.424739511728399,0,0.1564829780052,0.0223547111436,0.0670641334307999,0.0447094222871999,0.0447094222871999,0,0.0447094222871999,0.0670641334307999,0.111773555718,0.2011924002924,0,0,0.0223547111436,0.0670641334307999,0.0447094222871999,0,0,0,0.0894188445743998,0,0.0894188445743998,0.0223547111436,0.0894188445743998,0.0894188445743998,0.0670641334307999,0.0670641334307999,"Ala",1
"510","Rafael Diogo da Silva",789,"Rafael Diogo da Silva","Rafinha","NBB 3",21,"Espírito Santo",870.7165,0.137817533031704,0.0712057253997139,0.0666118076319904,0.142411450799428,0.155044724660667,0.0505330954449583,0.104511629215709,0.151599286334875,0.110254026425363,0.07924508149323,0.0310089449321335,0.851023266470774,0,0.373255818627533,0.0378998215837187,0.0689087665158522,0.0976207525641239,0.05283005432882,0.07924508149323,0.0712057253997139,0.0666118076319904,0.137817533031704,0.503033995565721,0,0,0.0505330954449583,0.155044724660667,0.104511629215709,0.07924508149323,0.0310089449321335,0.110254026425363,0.106808588099571,0,0.110254026425363,0.130926656380119,0.110254026425363,0.110254026425363,0.096472273122193,0.07924508149323,"Armador",6
"511","Rafael Fernandes Castellon",803,"Rafael Fernandes Castellon","Castellon","NBB 3",13,"Bauru",232.80001,0.197594493230477,0.120274908922899,0.077319584307578,0.240549817845798,0.158934701076688,0.0687285193845138,0.0902061816921743,0.206185558153541,0.154639168615156,0.120274908922899,0.0343642596922569,1.02663225830617,0,0.567010284922239,0.0730240518460459,0.111683843999835,0.0300687272307248,0.038659792153789,0.120274908922899,0.120274908922899,0.077319584307578,0.197594493230477,0.682989661383606,0.0171821298461284,0.0171821298461284,0.0687285193845138,0.158934701076688,0.0902061816921743,0.120274908922899,0.0343642596922569,0.154639168615156,0.184707895845881,0.00429553246153211,0.077319584307578,0.128865973845963,0.077319584307578,0.077319584307578,0.077319584307578,0.0558419219999174,"Ala",3
"512","Rafael Ferreira de Sousa",107,"Rafael Ferreira de Sousa","Mineiro","NBB 3",19,"São José",711.2332,0.195435196219749,0.104044636836413,0.0913905593833359,0.208089273672826,0.0815484991420535,0.0239021463002571,0.0576463528417965,0.0717064389007712,0.0801424905361561,0.0520223184182066,0.0281201721179495,0.715658380401815,0,0.331818030991804,0.0520223184182066,0.125134765924875,0.0506163098123091,0.0365562237533343,0.0520223184182066,0.104044636836413,0.0913905593833359,0.195435196219749,0.489290994852321,0.0309321893297444,0.0309321893297444,0.0239021463002571,0.0815484991420535,0.0576463528417965,0.0520223184182066,0.0281201721179495,0.0801424905361561,0.177157084343082,0.0224961376943596,0.119510731501285,0.0745184561125662,0.119510731501285,0.119510731501285,0.0660824044771813,0.0506163098123091,"AlaPivo",9
"513","Rafael Paulo De Lara Araújo",191,"Rafael Paulo De Lara Araújo","Babby","NBB 3",2,"Flamengo",517.30003,0.371157913909265,0.233906810328234,0.13725110358103,0.467813620656469,0,0,0,0,0.144983560120806,0.104388163286981,0.0405953968338258,0.887299387939336,0,0.57220178394345,0.104388163286981,0.166247815605191,0.0289967120241613,0.0309298261591054,0.104388163286981,0.233906810328234,0.13725110358103,0.371157913909265,0.854436447645286,0.0309298261591054,0.0309298261591054,0,0,0,0.104388163286981,0.0405953968338258,0.144983560120806,0.270635978892172,0.00579934240483226,0.123719304636422,0.114053733961701,0.123719304636422,0.123719304636422,0.0773245653977635,0.0599265381832667,"Pivo",6
"514","Rafael Rodrigues",35,"Rafael Rodrigues","Mineiro","NBB 3",15,"Limeira",352.29973,0.263979765184606,0.153278573332997,0.110701191851609,0.306557146665994,0,0,0,0,0.164632541728034,0.119216668147886,0.0454158735801472,0.692592072097245,0,0.42577381481388,0.0908317471602944,0.099347223456572,0.0113539683950368,0.0056769841975184,0.119216668147886,0.153278573332997,0.110701191851609,0.263979765184606,0.701107548393523,0.0056769841975184,0.0056769841975184,0,0,0,0.119216668147886,0.0454158735801472,0.164632541728034,0.190178970616866,0.0113539683950368,0.167471033826793,0.122055160246646,0.167471033826793,0.167471033826793,0.0766392866664984,0.056769841975184,"Pivo",8
"515","Ralfi Silva Ansaloni",801,"Ralfi Silva Ansaloni","Ansaloni","NBB 3",21,"Espírito Santo",589.4,0.269765863590092,0.130641330166271,0.139124533423821,0.261282660332542,0.00508992195453003,0.00169664065151001,0.00339328130302002,0.00508992195453003,0.179843909060061,0.120461486257211,0.0593824228028503,0.734645402103834,0,0.386834068544282,0.0542925008483203,0.157787580590431,0.0152697658635901,0.0101798439090601,0.120461486257211,0.130641330166271,0.139124533423821,0.269765863590092,0.704105870376654,0.0135731252120801,0.0135731252120801,0.00169664065151001,0.00508992195453003,0.00339328130302002,0.120461486257211,0.0593824228028503,0.179843909060061,0.212080081438751,0.0101798439090601,0.132337970817781,0.140821174075331,0.132337970817781,0.132337970817781,0.0780454699694605,0.0492025788937903,"Pivo",8
"516","Raphael Mancel da Silva",419,"Raphael Mancel da Silva","Rafu","NBB 3",22,"Vitória (ES)",306.6501,0.286972024466974,0.13044182930317,0.156530195163804,0.26088365860634,0.0847871890470605,0.0163052286628962,0.0684819603841642,0.0489156859886887,0.143486012233487,0.101092417709957,0.0423935945235302,0.971791628308616,0,0.410891762304985,0.0586988231864265,0.0684819603841642,0.0423935945235302,0.0293494115932132,0.101092417709957,0.13044182930317,0.156530195163804,0.286972024466974,0.730474244097752,0.0065220914651585,0.0065220914651585,0.0163052286628962,0.0847871890470605,0.0684819603841642,0.101092417709957,0.0423935945235302,0.143486012233487,0.127180783570591,0.0065220914651585,0.123919737838011,0.123919737838011,0.123919737838011,0.123919737838011,0.0880482347796397,0.078265097581902,"AlaPivo",1
"517","Raul Oliveira Rodrigues",53,"Raul Oliveira Rodrigues","Raul","NBB 3",20,"Uberlândia",74.25007,0.269360015418167,0.0942760053963586,0.175084010021809,0.188552010792717,0.0538720030836335,0.0134680007709084,0.0404040023127251,0.0404040023127251,0.0269360015418167,0.0269360015418167,0,0.727272041629052,0,0.255892014647259,0,0.0673400038545418,0.0673400038545418,0.0808080046254502,0.0269360015418167,0.0942760053963586,0.175084010021809,0.269360015418167,0.457912026210884,0,0,0.0134680007709084,0.0538720030836335,0.0404040023127251,0.0269360015418167,0,0.0269360015418167,0.0673400038545418,0,0.134680007709084,0.0538720030836335,0.134680007709084,0.134680007709084,0.0269360015418167,0.0269360015418167,"AlaPivo",3
"518","Raul Togni Neto",189,"Raul Togni Neto","Raulzinho","NBB 3",16,"Minas",898.6332,0.193627388794449,0.114618511757634,0.0790088770368155,0.229237023515267,0.0845728824619433,0.0289328282106648,0.0556400542512785,0.0867984846319945,0.15579215190358,0.119069716097736,0.0367224358058438,0.796765576878308,0,0.435105224244998,0.0222560217005114,0.0767832748667643,0.0756704737817388,0.0589784575063552,0.119069716097736,0.114618511757634,0.0790088770368155,0.193627388794449,0.638747822804677,0.00667680651015342,0.00667680651015342,0.0289328282106648,0.0845728824619433,0.0556400542512785,0.119069716097736,0.0367224358058438,0.15579215190358,0.0990392965672757,0.00445120434010228,0.080121678121841,0.151340947563478,0.080121678121841,0.080121678121841,0.0701064683566109,0.0567528553363041,"Armador",3
"519","Renato Carbonari",145,"Renato Carbonari","Renato","NBB 3",13,"Bauru",120.09997,0.183180728521414,0.0999167610116805,0.0832639675097338,0.199833522023361,0.116569554513627,0.0333055870038935,0.0832639675097338,0.0999167610116805,0.0915903642607071,0.0832639675097338,0.00832639675097338,0.807660484844417,0,0.383014250544775,0.0832639675097338,0.166527935019468,0.0416319837548669,0.0416319837548669,0.0832639675097338,0.0999167610116805,0.0832639675097338,0.183180728521414,0.541215788813269,0.0166527935019468,0.0166527935019468,0.0333055870038935,0.116569554513627,0.0832639675097338,0.0832639675097338,0.00832639675097338,0.0915903642607071,0.249791902529201,0,0.158201538268494,0.066611174007787,0.158201538268494,0.158201538268494,0.0832639675097338,0.0749375707587604,"AlaPivo",9
"520","Renato Lamas Pinto",117,"Renato Lamas Pinto","Renato Lamas","NBB 3",19,"São José",988.7834,0.196200704825748,0.10517975928803,0.0910209455377184,0.21035951857606,0.132486042949346,0.0434877850902432,0.0889982578591024,0.13046335527073,0.0758507879480986,0.054612567322631,0.0212382206254676,0.865710326447632,0,0.395435441169421,0.0262949398220075,0.0829301948232545,0.136531418306578,0.0232609083040836,0.054612567322631,0.10517975928803,0.0910209455377184,0.196200704825748,0.520842077243611,0,0,0.0434877850902432,0.132486042949346,0.0889982578591024,0.054612567322631,0.0212382206254676,0.0758507879480986,0.109225134645262,0.0121361260716958,0.106191103127338,0.0930436332163343,0.106191103127338,0.106191103127338,0.0778734756267146,0.0606806303584789,"Ala",6
"521","Renato Scholz da Silva",389,"Renato Scholz da Silva","Renato","NBB 3",1,"Joinville",81.43337,0.270159518143483,0.147359737169173,0.122799780974311,0.294719474338346,0.122799780974311,0.0613998904871553,0.0613998904871553,0.184199671461466,0.0859598466820175,0.0368399342922932,0.0491199123897243,0.994678225891916,0,0.515759080092105,0.0859598466820175,0.122799780974311,0.0491199123897243,0.0982398247794485,0.0368399342922932,0.147359737169173,0.122799780974311,0.270159518143483,0.601718926774122,0.0982398247794485,0.0982398247794485,0.0613998904871553,0.122799780974311,0.0613998904871553,0.0368399342922932,0.0491199123897243,0.0859598466820175,0.208759627656328,0.0122799780974311,0.11051980287688,0.0736798685845864,0.11051980287688,0.11051980287688,0.0736798685845864,0.0613998904871553,"AlaPivo",5
"522","Ricardo Fischer",478,"Ricardo Fischer","Fischer","NBB 3",19,"São José",108.65004,0.147261795761879,0.0736308978809396,0.0736308978809396,0.147261795761879,0.174873382467231,0.0644270356458221,0.110446346821409,0.193281106937466,0.147261795761879,0.138057933526762,0.00920386223511745,0.966405534687332,0,0.478600836226107,0.0184077244702349,0.119650209056527,0.0736308978809396,0.00920386223511745,0.138057933526762,0.0736308978809396,0.0736308978809396,0.147261795761879,0.616658769752869,0,0,0.0644270356458221,0.174873382467231,0.110446346821409,0.138057933526762,0.00920386223511745,0.147261795761879,0.138057933526762,0,0.128854071291644,0.128854071291644,0.128854071291644,0.128854071291644,0.101242484586292,0.082834760116057,"Armador",7
"523","Ricardo Junqueira Giannecchini",263,"Ricardo Junqueira Giannecchini","Ricardo","NBB 3",26,"Assis",724.4168,0.233291110863249,0.136661656659536,0.0966294542037126,0.273323313319073,0.129759552787843,0.0317496778097913,0.0980098749780513,0.0952490334293738,0.153226705951601,0.102151137301068,0.0510755686505338,1.00908758604163,0,0.470723484049514,0.0262279947124363,0.0621189348452438,0.0855860880090025,0.04417346477884,0.102151137301068,0.136661656659536,0.0966294542037126,0.233291110863249,0.723340485753505,0,0,0.0317496778097913,0.129759552787843,0.0980098749780513,0.102151137301068,0.0510755686505338,0.153226705951601,0.08834692955768,0.00138042077433875,0.0745427218142925,0.12147702814181,0.0745427218142925,0.0745427218142925,0.0621189348452438,0.0414126232301625,"Armador",3
"524","Ricardo Leopoldo de Azevedo",28,"Ricardo Leopoldo de Azevedo","Ricardo","NBB 3",13,"Bauru",88.18333,0.113400117686642,0.0680400706119853,0.0453600470746569,0.136080141223971,0.136080141223971,0.0226800235373284,0.113400117686642,0.0680400706119853,0.0907200941493137,0.0567000588433211,0.0340200353059926,0.72576075319451,0,0.260820270679277,0,0.113400117686642,0.0113400117686642,0.0567000588433211,0.0567000588433211,0.0680400706119853,0.0453600470746569,0.113400117686642,0.442260458977904,0,0,0.0226800235373284,0.136080141223971,0.113400117686642,0.0567000588433211,0.0340200353059926,0.0907200941493137,0.113400117686642,0.0226800235373284,0.0226800235373284,0.0793800823806495,0.0226800235373284,0.0226800235373284,0.0340200353059926,0.0226800235373284,"AlaPivo",5
"525","Ricardo Luis Probst",95,"Ricardo Luis Probst","Ricardo Probst","NBB 3",14,"Franca",737.6665,0.260280221482201,0.157252633812163,0.103027587670038,0.314505267624326,0.00542250461421252,0.00135562615355313,0.00406687846065939,0.00406687846065939,0.146407624583738,0.11251697074491,0.0338906538388282,0.683235581390777,0,0.431089116829895,0.105738839977144,0.170808895347694,0.0433800369137002,0.0284681492246157,0.11251697074491,0.157252633812163,0.103027587670038,0.260280221482201,0.680524329083671,0.00271125230710626,0.00271125230710626,0.00135562615355313,0.00542250461421252,0.00406687846065939,0.11251697074491,0.0338906538388282,0.146407624583738,0.276547735324839,0.0176231399961907,0.136918241508866,0.123361979973335,0.136918241508866,0.136918241508866,0.0542250461421252,0.0393131584530408,"Pivo",5
"526","Ricardo Santos Gaspar",1059,"Ricardo Santos Gaspar","Gaspar","NBB 3",22,"Vitória (ES)",520.8833,0.213099556080988,0.117108765053516,0.095990791027472,0.234217530107032,0.10175023848912,0.0326368689493405,0.0691133695397798,0.0979106068480214,0.065273737898681,0.0403161322315382,0.0249576056671427,0.796723565528018,0,0.372444269186591,0.0825520802836259,0.149745634002856,0.0153585265643955,0.0249576056671427,0.0403161322315382,0.117108765053516,0.095990791027472,0.213099556080988,0.504911560804503,0.030717053128791,0.030717053128791,0.0326368689493405,0.10175023848912,0.0691133695397798,0.0403161322315382,0.0249576056671427,0.065273737898681,0.232297714286482,0.0364765005904394,0.124788028335714,0.0748728170014282,0.124788028335714,0.124788028335714,0.0633539220781315,0.0537548429753843,"AlaPivo",5
"527","Ricardo Taboas de Bem",431,"Ricardo Taboas de Bem","De Bem","NBB 3",22,"Vitória (ES)",260.23336,0.372742372461394,0.172921719183121,0.199820653278273,0.345843438366242,0.00384270487073602,0,0.00384270487073602,0,0.157550899700177,0.107595736380609,0.0499551633195683,0.914563759235173,0,0.45343917474685,0.0730113925439844,0.0883822120269284,0.0345843438366242,0.0230562292244161,0.107595736380609,0.172921719183121,0.199820653278273,0.372742372461394,0.814653432596036,0.0153708194829441,0.0153708194829441,0,0.00384270487073602,0.00384270487073602,0.107595736380609,0.0499551633195683,0.157550899700177,0.161393604570913,0.0153708194829441,0.157550899700177,0.146022785087969,0.157550899700177,0.157550899700177,0.0845395071561924,0.0653259828025123,"Pivo",4
"528","Robby Stephen Collum",424,"Robby Stephen Collum","Collum","NBB 3",20,"Uberlândia",1241.4336,0.16432614680318,0.0749133904543908,0.089412756348789,0.149826780908782,0.245683699877303,0.0853851547114562,0.160298545165847,0.256155464134369,0.103106601915721,0.0869961953663893,0.0161104065493314,1.16880999515399,0,0.492978440409539,0.00966624392959881,0.103106601915721,0.0861906750389227,0.0523588212853269,0.0869961953663893,0.0749133904543908,0.089412756348789,0.16432614680318,0.589640879705528,0,0,0.0853851547114562,0.245683699877303,0.160298545165847,0.0869961953663893,0.0161104065493314,0.103106601915721,0.112772845845319,0.00161104065493314,0.0845796343839896,0.124855650757318,0.0845796343839896,0.0845796343839896,0.0523588212853269,0.0402760163733284,"AlaArmador",4
"529","Robert Andrew Day",425,"Robert Andrew Day","Robert Day","NBB 3",20,"Uberlândia",1116.1502,0.17022798544497,0.0985530442049824,0.0716749412399872,0.197106088409965,0.22488012814046,0.0949692971429831,0.129910830997477,0.284907891428949,0.134390514824976,0.109304285390981,0.0250862294339955,1.1494868701363,0,0.591318265229895,0.0286699764959949,0.127223020700977,0.0573399529919898,0.0430049647439923,0.109304285390981,0.0985530442049824,0.0716749412399872,0.17022798544497,0.642386660863385,0,0,0.0949692971429831,0.22488012814046,0.129910830997477,0.109304285390981,0.0250862294339955,0.134390514824976,0.155892997196972,0.00716749412399872,0.0931774236119834,0.124535210404478,0.0931774236119834,0.0931774236119834,0.0689871309434877,0.0600277632884893,"Ala",6
"530","Robert Earl Owens II",418,"Robert Earl Owens II","Owens","NBB 3",21,"Espírito Santo",784.84977,0.226794995429507,0.107026851775723,0.119768143653785,0.214053703551445,0.109575110151335,0.0331273588829618,0.0764477512683733,0.0993820766488853,0.0764477512683733,0.0509651675122489,0.0254825837561244,0.858763072581393,0,0.364400947712579,0.0369497464463804,0.0891890431464355,0.0394980048219929,0.0318532296951555,0.0509651675122489,0.107026851775723,0.119768143653785,0.226794995429507,0.537682517254226,0.00509651675122489,0.00509651675122489,0.0331273588829618,0.109575110151335,0.0764477512683733,0.0509651675122489,0.0254825837561244,0.0764477512683733,0.126138789592816,0.00509651675122489,0.0586099426390862,0.0866407847708231,0.0586099426390862,0.0586099426390862,0.0356756172585742,0.0305791005073493,"Ala",1
"531","Roberto Dias Ferreira",792,"Roberto Dias Ferreira","Roberto","NBB 3",21,"Espírito Santo",567.8667,0.181380595129103,0.0862878559352045,0.0950927391938989,0.172575711870409,0.0176097665173887,0.00176097665173887,0.0158487898656498,0.0052829299552166,0.105658599104332,0.0827659026317268,0.0228926964726053,0.521249088914705,0,0.260624544457352,0.0810049259799879,0.12502934227346,0.0246536731243442,0.0651561361143381,0.0827659026317268,0.0862878559352045,0.0950927391938989,0.181380595129103,0.471941742666017,0.0176097665173887,0.0176097665173887,0.00176097665173887,0.0176097665173887,0.0158487898656498,0.0827659026317268,0.0228926964726053,0.105658599104332,0.206034268253448,0.0193707431691275,0.102136645800854,0.09333176254216,0.102136645800854,0.102136645800854,0.0704390660695547,0.0598732061591215,"Pivo",3
"532","Robson Coimbra Vesper",60,"Robson Coimbra Vesper","Robson","NBB 3",21,"Espírito Santo",210.08327,0.128520467146194,0.0571202076205307,0.0714002595256633,0.114240415241061,0.0476001730171089,0.00476001730171089,0.042840155715398,0.0142800519051327,0.085680311430796,0.0523601903188198,0.0333201211119762,0.485521764774511,0,0.180880657465014,0.0476001730171089,0.0238000865085544,0.0285601038102653,0.0238000865085544,0.0523601903188198,0.0571202076205307,0.0714002595256633,0.128520467146194,0.366521332231738,0,0,0.00476001730171089,0.0476001730171089,0.042840155715398,0.0523601903188198,0.0333201211119762,0.085680311430796,0.0714002595256633,0.00476001730171089,0.142800519051327,0.0618802249222415,0.142800519051327,0.142800519051327,0.0714002595256633,0.0666402422239524,"Ala",2
"533","Rodrigo Alves Maistro",68,"Rodrigo Alves Maistro","R, Biro","NBB 3",15,"Limeira",609.28343,0.147714504561531,0.0705747077349535,0.0771397968265771,0.141149415469907,0.136225598651189,0.0459556236413651,0.0902699750098243,0.137866870924095,0.0837048859182007,0.0640096186433299,0.0196952672748707,0.78781069099483,0,0.343025905037332,0.0180539950019649,0.0754985245536712,0.0361079900039297,0.0393905345497415,0.0640096186433299,0.0705747077349535,0.0771397968265771,0.147714504561531,0.456273691867839,0.00328254454581179,0.00328254454581179,0.0459556236413651,0.136225598651189,0.0902699750098243,0.0640096186433299,0.0196952672748707,0.0837048859182007,0.093552519555636,0.00984763363743537,0.0919112472827301,0.0771397968265771,0.0919112472827301,0.0919112472827301,0.0525207127329887,0.0459556236413651,"Ala",3
"534","Rodrigo César Silva",167,"Rodrigo César Silva","Rodrigo Silva","NBB 3",16,"Minas",127.06673,0.212486777616769,0.141657851744513,0.0708289258722563,0.283315703489025,0.0472192839148375,0,0.0472192839148375,0,0.0865686871772021,0.0550891645673104,0.0314795226098917,0.653200094155252,0,0.338404868056335,0.118048209787094,0.149527732396985,0.0393494032623646,0.0157397613049458,0.0550891645673104,0.141657851744513,0.0708289258722563,0.212486777616769,0.543021765020631,0.0472192839148375,0.0472192839148375,0,0.0472192839148375,0.0472192839148375,0.0550891645673104,0.0314795226098917,0.0865686871772021,0.267575942184079,0.0236096419574187,0.094438567829675,0.0865686871772021,0.094438567829675,0.094438567829675,0.0786988065247292,0.0472192839148375,"AlaPivo",6
"535","Rogério Klafke",446,"Rogério Klafke","Rogério","NBB 3",14,"Franca",737.98327,0.163960356445479,0.0826577003568116,0.0813026560886671,0.165315400713623,0.117888851328567,0.0379412395080447,0.0799476118205227,0.113823718524134,0.0623320363346448,0.0487815936532003,0.0135504426814445,0.743919303211304,0,0.327920712890957,0.042006372312478,0.100273275842689,0.0609769920665003,0.0298109738991779,0.0487815936532003,0.0826577003568116,0.0813026560886671,0.163960356445479,0.437679298610658,0,0,0.0379412395080447,0.117888851328567,0.0799476118205227,0.0487815936532003,0.0135504426814445,0.0623320363346448,0.142279648155167,0.00406513280443336,0.0582669035302114,0.0582669035302114,0.0582669035302114,0.0582669035302114,0.0514916821894892,0.0392962837761891,"Ala",5
"536","Ronald Ricardo Ramon Guerreiro",365,"Ronald Ricardo Ramon Guerreiro","Ramon","NBB 3",15,"Limeira",1051.3835,0.143620286983769,0.0627744300723761,0.0808458569113934,0.125548860144752,0.190225545673867,0.0722857073560694,0.117939838317797,0.216857122068208,0.0817969846397628,0.0713345796277001,0.0104624050120627,0.939714195628902,0,0.41374056184066,0.0209248100241254,0.0637255578007454,0.0836992400965014,0.02853383185108,0.0713345796277001,0.0627744300723761,0.0808458569113934,0.143620286983769,0.477466119641406,0,0,0.0722857073560694,0.190225545673867,0.117939838317797,0.0713345796277001,0.0104624050120627,0.0817969846397628,0.0846503678248708,0.00190225545673867,0.0694323241709614,0.0846503678248708,0.0694323241709614,0.0694323241709614,0.0589699191588987,0.0485075141468361,"Armador",7
"537","Ronald Rudson Rodrigues dos Reis",437,"Ronald Rudson Rodrigues dos Reis","Ronald","NBB 3",3,"Brasília",47.86666,0.35515325280686,0.146239574685178,0.208913678121682,0.292479149370355,0,0,0,0,0.167130942497346,0.104456839060841,0.0626741034365046,0.877437448111065,0,0.396935988431196,0.271587781558187,0.22980504593385,0.0417827356243364,0.0208913678121682,0.104456839060841,0.146239574685178,0.208913678121682,0.35515325280686,0.772980609050224,0.0835654712486729,0.0835654712486729,0,0,0,0.104456839060841,0.0626741034365046,0.167130942497346,0.501392827492037,0.0626741034365046,0.22980504593385,0.125348206873009,0.22980504593385,0.22980504593385,0.0417827356243364,0.0417827356243364,"Pivo",8
"538","Sanlley Borges de Freitas",852,"Sanlley Borges de Freitas","Sanlley","NBB 3",22,"Vitória (ES)",41.5667,0.144346315680581,0.0481154385601936,0.0962308771203872,0.0962308771203872,0.0962308771203872,0.0481154385601936,0.0481154385601936,0.144346315680581,0.120288596400484,0.0481154385601936,0.0721731578402904,0.697673859122807,0,0.288692631361162,0.0240577192800968,0,0.0721731578402904,0.120288596400484,0.0481154385601936,0.0481154385601936,0.0962308771203872,0.144346315680581,0.408981227761646,0,0,0.0481154385601936,0.0962308771203872,0.0481154385601936,0.0481154385601936,0.0721731578402904,0.120288596400484,0.0240577192800968,0.0240577192800968,0.0481154385601936,0.0721731578402904,0.0481154385601936,0.0481154385601936,0.144346315680581,0.120288596400484,"Ala",1
