"","X.2","predict","Ala","AlaArmador","AlaPivo","Armador","Pivo","jogador","id_jogador","jogador..3","jogador_apelido","Temporada","id_equipe","equipe","played_minutes","tried_two_points","made_two_points","lost_two_points","two_points","tried_three_points","made_three_points","lost_three_points","three_points","tried_free_throw_points","made_free_throw_points","lost_free_throw_points","tried_points","lost_points","total_points","offensive_rebounds","defensive_rebounds","total_assists","steals","free_throw_points","correct_two_points_throws","wrong_two_points_throws","two_points_throws_total","wrong_throws","tried_dunk_points","dunk_points","correct_three_points_throws","three_points_throws_total","wrong_three_points_throws","correct_free_throws","wrong_free_throws","total_free_throws","total_rebounds","total_of_blocks","commited_fouls","received_fouls","fouls","total_fouls","total_of_errors","mistakes","pos","exp","maxPosition","posGroup","totalPos","range","type","posingles","pos1","PG","SG","SF","PF","C"
"343",343,"AlaPivo",0.356672966495043,0.0168050580551415,0.593750590747038,0.015606112830701,0.0171652718720765,"Evandro Fernandes Pinto",45,"Evandro Fernandes Pinto","Soró","NBB 3",20,"Uberlândia",637.7669,0.166204925341845,0.0783985496895496,0.0878063756522955,0.156797099379099,0.120733766521906,0.0470391298137297,0.0736946367081766,0.141117389441189,0.0878063756522955,0.0517430427951027,0.0360633328571928,0.782417525901705,0,0.349657531615391,0.0188156519254919,0.0360633328571928,0.0454711588199388,0.0423352168323568,0.0517430427951027,0.0783985496895496,0.0878063756522955,0.166204925341845,0.45784753018697,0,0,0.0470391298137297,0.120733766521906,0.0736946367081766,0.0517430427951027,0.0360633328571928,0.0878063756522955,0.0548789847826847,0.00313594198758198,0.0689907237268036,0.0611508687578487,0.0689907237268036,0.0689907237268036,0.0611508687578487,0.0533110137888937,"AlaPivo",5,0.593750590747038,"SF,PF",2,50,"Versatile","Power Forward","PF",0.015606112830701,0.0168050580551415,0.356672966495043,0.593750590747038,0.0171652718720765
"344",344,"Ala",0.595140977790265,0.0732236769030233,0.168676997953343,0.096196343399342,0.0667620039540265,"Fabricio Russo de Oliveira",309,"Fabricio Russo de Oliveira","Fabricio","NBB 3",19,"São José",447.06663,0.138681788886815,0.0760513035830923,0.0626304853037231,0.152102607166185,0.138681788886815,0.0335520456984231,0.105129743188392,0.100656137095269,0.0917089249090231,0.0648672883502846,0.0268416365587385,0.7851178693431,0,0.317626032611738,0.0603936822571615,0.107366546234954,0.0603936822571615,0.0492096670243538,0.0648672883502846,0.0760513035830923,0.0626304853037231,0.138681788886815,0.476439048917608,0,0,0.0335520456984231,0.138681788886815,0.105129743188392,0.0648672883502846,0.0268416365587385,0.0917089249090231,0.167760228492115,0.00447360609312308,0.152102607166185,0.0671040913968462,0.152102607166185,0.152102607166185,0.0424992578846692,0.0380256517915462,"Ala",8,0.595140977790265,"SF",1,50,"Specialist","Small Forward","SF",0.096196343399342,0.0732236769030233,0.595140977790265,0.168676997953343,0.0667620039540265
"345",345,"Armador",0.0230875300134921,0.093601463313422,0.00337281478990432,0.876924161551937,0.00301403033124426,"Facundo Luis Sucatzky",188,"Facundo Luis Sucatzky","Sucatzky","NBB 3",16,"Minas",964.3337,0.126512222895456,0.0684410386155747,0.0580711842798816,0.136882077231149,0.146214946133273,0.0549602279791736,0.0912547181540996,0.164880683937521,0.0487383153777577,0.0414794173427725,0.0072588980349852,0.74040759956849,0,0.343242178511443,0.0134808106364011,0.072588980349852,0.160732742203244,0.0300725775735101,0.0414794173427725,0.0684410386155747,0.0580711842798816,0.126512222895456,0.376425712385661,0,0,0.0549602279791736,0.146214946133273,0.0912547181540996,0.0414794173427725,0.0072588980349852,0.0487383153777577,0.086069790986253,0.00103698543356931,0.0684410386155747,0.0549602279791736,0.0684410386155747,0.0684410386155747,0.0653300823148668,0.0539232425456043,"Armador",3,0.876924161551937,"PG",1,80,"Specialist","Point Guard","PG",0.876924161551937,0.093601463313422,0.0230875300134921,0.00337281478990432,0.00301403033124426
"346",346,"Armador",0.229113593944242,0.289062680324634,0.0232074346595539,0.445669590745822,0.0129467003257484,"Felipe Gustavo Da Silva",21,"Felipe Gustavo Da Silva","Felipe","NBB 3",10,"Araraquara",111.9833,0.0982289323497343,0.0357196117635397,0.0625093205861945,0.0714392235270795,0.116088738231504,0.0446495147044247,0.0714392235270795,0.133948544113274,0.0357196117635397,0.0178598058817699,0.0178598058817699,0.580443691157521,0,0.223247573522123,0,0.0357196117635397,0.0446495147044247,0.0178598058817699,0.0178598058817699,0.0357196117635397,0.0625093205861945,0.0982289323497343,0.258967185285663,0,0,0.0446495147044247,0.116088738231504,0.0714392235270795,0.0178598058817699,0.0178598058817699,0.0357196117635397,0.0357196117635397,0,0.0714392235270795,0.0357196117635397,0.0714392235270795,0.0714392235270795,0.0892990294088494,0.0714392235270795,"Armador",4,0.445669590745822,"SF,SG,PG",3,40,"Versatile","Point Guard","PG",0.445669590745822,0.289062680324634,0.229113593944242,0.0232074346595539,0.0129467003257484
"347",347,"Pivo",0.023360010014825,0.0239290144272603,0.0549386760408325,0.0206247362844744,0.877147563232608,"Fernando Carneiro Coloneze",180,"Fernando Carneiro Coloneze","Coloneze","NBB 3",1,"Joinville",563.13337,0.241505844343765,0.118977143904649,0.122528700439116,0.237954287809298,0.00177577826723357,0,0.00177577826723357,0,0.126080256973583,0.0923404698961456,0.0337397870774378,0.614419280462815,0,0.330294757705444,0.0532733480170071,0.147389596180386,0.0301882305429707,0.0195335609395693,0.0923404698961456,0.118977143904649,0.122528700439116,0.241505844343765,0.580679493385377,0.00710311306893428,0.00710311306893428,0,0.00177577826723357,0.00177577826723357,0.0923404698961456,0.0337397870774378,0.126080256973583,0.200662944197393,0.00710311306893428,0.110098252568481,0.111874030835715,0.110098252568481,0.110098252568481,0.0639280176204085,0.0390671218791385,"Pivo",5,0.877147563232608,"C",1,80,"Specialist","Center","C",0.0206247362844744,0.0239290144272603,0.023360010014825,0.0549386760408325,0.877147563232608
"348",348,"Armador",0.0177799156984398,0.0580580173132872,0.00326938057727126,0.917957325539775,0.00293536087122669,"Fernando Feres Penna",449,"Fernando Feres Penna","F, Penna","NBB 3",14,"Franca",714.10006,0.133034577815327,0.0574149230571413,0.0756196547581861,0.114829846114283,0.134434941792331,0.0476123752181172,0.0868225665742137,0.142837125654352,0.0952247504362344,0.0644167429421585,0.0308080074940758,0.764598731443882,0,0.322083714710793,0.0210054596550517,0.0938243864592309,0.204453140642503,0.0686178348731689,0.0644167429421585,0.0574149230571413,0.0756196547581861,0.133034577815327,0.436913560825075,0,0,0.0476123752181172,0.134434941792331,0.0868225665742137,0.0644167429421585,0.0308080074940758,0.0952247504362344,0.114829846114283,0.00700181988501723,0.142837125654352,0.124632393953307,0.142837125654352,0.142837125654352,0.0994258423672447,0.0728189268041792,"Armador",8,0.917957325539775,"PG",1,90,"Specialist","Point Guard","PG",0.917957325539775,0.0580580173132872,0.0177799156984398,0.00326938057727126,0.00293536087122669
"349",349,"AlaArmador",0.23811255660188,0.559336695448905,0.0205105368878638,0.170159686836829,0.0118805242245226,"Fernando Fischer",149,"Fernando Fischer","F, Fischer","NBB 3",13,"Bauru",1117.3998,0.159298399731233,0.0751745257158628,0.0841238740153703,0.150349051431726,0.180776835650051,0.0894934829950748,0.0912833526549763,0.268480448985224,0.0823340043554688,0.0662251774163554,0.0161088269391135,0.943261310768089,0,0.485054677833306,0.0286379145584239,0.0680150470762569,0.0268480448985224,0.0295328493883747,0.0662251774163554,0.0751745257158628,0.0841238740153703,0.159298399731233,0.474315459873897,0.0017898696599015,0.0017898696599015,0.0894934829950748,0.180776835650051,0.0912833526549763,0.0662251774163554,0.0161088269391135,0.0823340043554688,0.0966529616346808,0.00447467414975374,0.0671201122463061,0.0680150470762569,0.0671201122463061,0.0671201122463061,0.0349024583680792,0.0277429797284732,"AlaArmador",7,0.559336695448905,"SF,SG",2,50,"Versatile","Shooting Guard","SG",0.170159686836829,0.559336695448905,0.23811255660188,0.0205105368878638,0.0118805242245226
"350",350,"Pivo",0.0838892975262342,0.0337540632048857,0.196638705234073,0.0373542768170312,0.648363657217776,"Fernando Martins Alvim",122,"Fernando Martins Alvim","Fernando","NBB 3",10,"Araraquara",556.6002,0.197628387485308,0.106000680560302,0.0916277069250065,0.212001361120603,0.113187167377949,0.0377290557926497,0.0754581115852995,0.113187167377949,0.06647500306324,0.0556952728367687,0.0107797302264714,0.801293280167704,0,0.380883801335321,0.0700682464720638,0.167085818510306,0.0592885162455924,0.0287459472705903,0.0556952728367687,0.106000680560302,0.0916277069250065,0.197628387485308,0.501257455530918,0,0,0.0377290557926497,0.113187167377949,0.0754581115852995,0.0556952728367687,0.0107797302264714,0.06647500306324,0.23715406498237,0.0179662170441189,0.125763519308832,0.0610851379500043,0.125763519308832,0.125763519308832,0.0556952728367687,0.050305407723533,"Pivo",7,0.648363657217776,"C",1,60,"Specialist","Center","C",0.0373542768170312,0.0337540632048857,0.0838892975262342,0.196638705234073,0.648363657217776
"351",351,"AlaPivo",0.167327880267868,0.00480478754019813,0.771404508369514,0.00518506939895001,0.0512777544234694,"Francisco Tardivo Delben",22,"Francisco Tardivo Delben","Chico","NBB 3",10,"Araraquara",794.5335,0.113274015507213,0.0591542080982111,0.0541198074090016,0.118308416196422,0.127118617402539,0.0465682063751875,0.0805504110273513,0.139704619125562,0.0629300086151182,0.0402752055136756,0.0226548031014425,0.67083389183716,0,0.29828824083566,0.0427924058582804,0.140963219297865,0.0629300086151182,0.0364994049967685,0.0402752055136756,0.0591542080982111,0.0541198074090016,0.113274015507213,0.356183848761569,0.0151032020676284,0.0151032020676284,0.0465682063751875,0.127118617402539,0.0805504110273513,0.0402752055136756,0.0226548031014425,0.0629300086151182,0.183755625156145,0.0314650043075591,0.100688013784189,0.0629300086151182,0.100688013784189,0.100688013784189,0.0516026070643969,0.0390166053413733,"AlaPivo",5,0.771404508369514,"PF",1,70,"Specialist","Power Forward","PF",0.00518506939895001,0.00480478754019813,0.167327880267868,0.771404508369514,0.0512777544234694
"352",352,"Armador",0.0264814841080488,0.0937577456551953,0.00348803321925392,0.873241817658366,0.00303091935913629,"Frederico Lima Santos",153,"Frederico Lima Santos","Fred","NBB 3",2,"Flamengo",637.99993,0.100313490630007,0.043887152150628,0.0564263384793788,0.087774304301256,0.0673981265170358,0.0156739829109386,0.0517241436060973,0.0470219487328157,0.0736677196814113,0.054858940188285,0.0188087794931263,0.476489080492532,0,0.189655193222357,0.0125391863287509,0.0423197538595341,0.119122270123133,0.032915364112971,0.054858940188285,0.043887152150628,0.0564263384793788,0.100313490630007,0.324451446256428,0,0,0.0156739829109386,0.0673981265170358,0.0517241436060973,0.054858940188285,0.0188087794931263,0.0736677196814113,0.054858940188285,0.00156739829109386,0.115987473540945,0.076802516263599,0.115987473540945,0.115987473540945,0.0532915418971911,0.043887152150628,"Armador",8,0.873241817658366,"PG",1,80,"Specialist","Point Guard","PG",0.873241817658366,0.0937577456551953,0.0264814841080488,0.00348803321925392,0.00303091935913629
"353",353,"Ala",0.716819822406526,0.0891624835531258,0.0800875841493537,0.080313728459136,0.033616381431859,"Frederico Rossi Dos Santos",33,"Frederico Rossi Dos Santos","Rossi","NBB 3",3,"Brasília",338.53336,0.0472626981281845,0.0206774304310807,0.0265852676971038,0.0413548608621614,0.233359572007911,0.109294989421427,0.124064582586484,0.32788496826428,0.0118156745320461,0.00886175589903459,0.00295391863301153,0.806419786812148,0,0.378101585025476,0.0295391863301153,0.0620322912932421,0.0324931049631268,0.0472626981281845,0.00886175589903459,0.0206774304310807,0.0265852676971038,0.0472626981281845,0.21268214157683,0,0,0.109294989421427,0.233359572007911,0.124064582586484,0.00886175589903459,0.00295391863301153,0.0118156745320461,0.0915714776233574,0.00590783726602306,0.150649850283588,0.00590783726602306,0.150649850283588,0.150649850283588,0.0413548608621614,0.0236313490640922,"Ala",7,0.716819822406526,"SF",1,70,"Specialist","Small Forward","SF",0.080313728459136,0.0891624835531258,0.716819822406526,0.0800875841493537,0.033616381431859
"354",354,"Ala",0.642087193026403,0.0706542817566651,0.16602582569872,0.0646327575859752,0.0565999419322365,"Fábio Santos de Oliveira",396,"Fábio Santos de Oliveira","Fábio","NBB 3",3,"Brasília",209.18336,0.13385385912149,0.0860489094352438,0.0478049496862466,0.172097818870488,0.191219798744986,0.0717074245293698,0.119512374215616,0.21512227358811,0.0286829698117479,0.0286829698117479,0,0.870050084289687,0,0.415903062270345,0.0525854446548712,0.0764879194979945,0.0286829698117479,0.0669269295607452,0.0286829698117479,0.0860489094352438,0.0478049496862466,0.13385385912149,0.396781082395846,0,0,0.0717074245293698,0.191219798744986,0.119512374215616,0.0286829698117479,0,0.0286829698117479,0.129073364152866,0.00956098993724931,0.124292869184241,0.0430244547176219,0.124292869184241,0.124292869184241,0.0334634647803726,0.0286829698117479,"Ala",3,0.642087193026403,"SF",1,60,"Specialist","Small Forward","SF",0.0646327575859752,0.0706542817566651,0.642087193026403,0.16602582569872,0.0565999419322365
"355",355,"Armador",0.0178475495373484,0.07103251366517,0.00289562783506457,0.905627682639026,0.00259662632339125,"Fúlvio Chiantia de Assis",214,"Fúlvio Chiantia de Assis","Fúlvio","NBB 3",19,"São José",845.7166,0.0863173313613567,0.0508444554594293,0.0354728759019274,0.101688910918859,0.137161786820786,0.055574172246353,0.0815876145744331,0.166722516739059,0.14189150360771,0.131249640837131,0.0106418627705782,0.726011526792781,0,0.399661068495049,0.0153715795575019,0.0839524729678949,0.224661547378874,0.0437498802790438,0.131249640837131,0.0508444554594293,0.0354728759019274,0.0863173313613567,0.49189054584006,0,0,0.055574172246353,0.137161786820786,0.0815876145744331,0.131249640837131,0.0106418627705782,0.14189150360771,0.0993240525253968,0.00236485839346183,0.082770043771164,0.134796928427324,0.082770043771164,0.082770043771164,0.109965915295975,0.101688910918859,"Armador",7,0.905627682639026,"PG",1,90,"Specialist","Point Guard","PG",0.905627682639026,0.07103251366517,0.0178475495373484,0.00289562783506457,0.00259662632339125
"356",356,"Ala",0.709418377202188,0.0904845945066772,0.0771536124477276,0.0846339832579741,0.0383094325854337,"Guilherme Filipin Alves Pereira",86,"Guilherme Filipin Alves Pereira","Filipin","NBB 3",22,"Vitória (ES)",790.2334,0.116421300339874,0.0556797523364616,0.0607415480034127,0.111359504672923,0.161977461342434,0.0620069969201504,0.0999704644222833,0.186020990760451,0.112624953589661,0.0898468730883812,0.0227780805012797,0.831399938296711,0,0.387227368521756,0.0569452012531994,0.0594760990866749,0.048087058836035,0.0278398761682308,0.0898468730883812,0.0556797523364616,0.0607415480034127,0.116421300339874,0.474543343776661,0,0,0.0620069969201504,0.161977461342434,0.0999704644222833,0.0898468730883812,0.0227780805012797,0.112624953589661,0.116421300339874,0.00759269350042658,0.110094055756185,0.102501362255759,0.110094055756185,0.110094055756185,0.0569452012531994,0.0468216099192973,"Ala",8,0.709418377202188,"SF",1,70,"Specialist","Small Forward","SF",0.0846339832579741,0.0904845945066772,0.709418377202188,0.0771536124477276,0.0383094325854337
"357",357,"AlaPivo",0.0335572397922425,0.00130835032500251,0.89912421786123,0.00147768631244843,0.0645325057090767,"Guilherme Frantz Teichmann",182,"Guilherme Frantz Teichmann","Teichmann","NBB 3",2,"Flamengo",884.48333,0.235165540089942,0.149239669672463,0.0859258704174786,0.298479339344926,0.0418323316506146,0.0124366391393719,0.0293956925112427,0.0373099174181157,0.106276734463724,0.0520077636737371,0.0542689707899865,0.702104809595451,0,0.387797020436779,0.0621831956968595,0.215945279601821,0.0633137992549843,0.044093538766864,0.0520077636737371,0.149239669672463,0.0859258704174786,0.235165540089942,0.572085400411108,0.0791422490687303,0.0791422490687303,0.0124366391393719,0.0418323316506146,0.0293956925112427,0.0520077636737371,0.0542689707899865,0.106276734463724,0.278128475298681,0.0214814676043697,0.108537941579973,0.0983625095568506,0.108537941579973,0.108537941579973,0.0531383672318618,0.0486159529993629,"AlaPivo",9,0.89912421786123,"PF",1,80,"Specialist","Power Forward","PF",0.00147768631244843,0.00130835032500251,0.0335572397922425,0.89912421786123,0.0645325057090767
"358",358,"AlaPivo",0.0602768840085983,0.00174440490456754,0.879789476344039,0.00185191327982508,0.0563373214629699,"Guilherme Giovannoni",78,"Guilherme Giovannoni","Giovannoni","NBB 3",3,"Brasília",1309.1332,0.294851585766826,0.170341719238348,0.124509866528478,0.340683438476696,0.126801459163972,0.0473595811335317,0.0794418780304403,0.142078743400595,0.1054132612327,0.0962468906907257,0.00916637054197388,1.07552081025827,0,0.579009072568017,0.0565259516755056,0.173397176085673,0.0580536800991679,0.0351377537442332,0.0962468906907257,0.170341719238348,0.124509866528478,0.294851585766826,0.74629533495904,0.0198604695076101,0.0198604695076101,0.0473595811335317,0.126801459163972,0.0794418780304403,0.0962468906907257,0.00916637054197388,0.1054132612327,0.229923127761178,0.00381932105915578,0.063400729581986,0.0947191622670634,0.063400729581986,0.063400729581986,0.048887309557194,0.0404848032270513,"AlaPivo",8,0.879789476344039,"PF",1,80,"Specialist","Power Forward","PF",0.00185191327982508,0.00174440490456754,0.0602768840085983,0.879789476344039,0.0563373214629699
"359",359,"Ala",0.72765198447551,0.100314492545682,0.0745452797210077,0.0665303839948835,0.0309578592629173,"Guilherme Pereira Deodato",146,"Guilherme Pereira Deodato","Gui","NBB 3",13,"Bauru",122.38331,0.106223634578931,0.0735394393238751,0.0326841952550556,0.14707887864775,0.171592025089042,0.0571973416963473,0.114394683392695,0.171592025089042,0.0081710488137639,0,0.0081710488137639,0.735394393238751,0,0.318670903736792,0.0408552440688195,0.081710488137639,0.081710488137639,0.0408552440688195,0,0.0735394393238751,0.0326841952550556,0.106223634578931,0.302328806109264,0.0490262928825834,0.0490262928825834,0.0571973416963473,0.171592025089042,0.114394683392695,0,0.0081710488137639,0.0081710488137639,0.122565732206459,0.0245131464412917,0.106223634578931,0.0735394393238751,0.106223634578931,0.106223634578931,0.0571973416963473,0.0408552440688195,"Ala",9,0.72765198447551,"SF",1,70,"Specialist","Small Forward","SF",0.0665303839948835,0.100314492545682,0.72765198447551,0.0745452797210077,0.0309578592629173
"360",360,"AlaPivo",0.0255346296059671,0.00457391849033056,0.519891476065795,0.00483299138962971,0.445166984448278,"Guilherme Santos Hubner",168,"Guilherme Santos Hubner","Guilherme","NBB 3",16,"Minas",399.19994,0.298096237188813,0.160320665378858,0.137775571809956,0.320641330757715,0,0,0,0,0.0526052183274376,0.0250501039654465,0.0275551143619911,0.648797692705064,0,0.345691434723162,0.0901803742756074,0.147795613396134,0.0250501039654465,0.0300601247585358,0.0250501039654465,0.160320665378858,0.137775571809956,0.298096237188813,0.536072224860555,0.0651302703101609,0.0651302703101609,0,0,0,0.0250501039654465,0.0275551143619911,0.0526052183274376,0.237975987671742,0.0651302703101609,0.170340706965036,0.0701402911032502,0.170340706965036,0.170340706965036,0.042585176741259,0.0300601247585358,"AlaPivo",9,0.519891476065795,"PF,C",2,50,"Versatile","Power Forward","PF",0.00483299138962971,0.00457391849033056,0.0255346296059671,0.519891476065795,0.445166984448278
"361",361,"Ala",0.706476211329558,0.0602799838306646,0.136564860098444,0.0585832779031064,0.0380956668382272,"Guilherme Schneider",341,"Guilherme Schneider","Schneider","NBB 3",1,"Joinville",303.93344,0.161219509113574,0.0723842693979313,0.088835239715643,0.144768538795863,0.223733196320879,0.101996015969812,0.121737180351066,0.305988047909437,0.0855450456521007,0.0625136872073043,0.0230313584447963,1.07918365284189,0,0.513270273912604,0.0361921346989657,0.0756744634614737,0.039482328762508,0.0361921346989657,0.0625136872073043,0.0723842693979313,0.088835239715643,0.161219509113574,0.503399691721977,0,0,0.101996015969812,0.223733196320879,0.121737180351066,0.0625136872073043,0.0230313584447963,0.0855450456521007,0.111866598160439,0.00329019406354233,0.128317568478151,0.078964657525016,0.128317568478151,0.128317568478151,0.059223493143762,0.0460627168895927,"Ala",7,0.706476211329558,"SF",1,70,"Specialist","Small Forward","SF",0.0585832779031064,0.0602799838306646,0.706476211329558,0.136564860098444,0.0380956668382272
"362",362,"Armador",0.247525436619498,0.131617147396048,0.0418945100748404,0.495889693218387,0.0830732126912268,"Gustavo Henrique de Araujo Gomes",432,"Gustavo Henrique de Araujo Gomes","Gutt","NBB 3",22,"Vitória (ES)",191.28344,0.146379634326944,0.104556881662103,0.0418227526648412,0.209113763324206,0.125468257994524,0.0522784408310516,0.0731898171634722,0.156835322493155,0.0627341289972619,0.0575062849141567,0.00522784408310516,0.731898171634722,0,0.423455370731518,0.0209113763324206,0.099329037578998,0.104556881662103,0.0470505967479464,0.0575062849141567,0.104556881662103,0.0418227526648412,0.146379634326944,0.444366747063938,0,0,0.0522784408310516,0.125468257994524,0.0731898171634722,0.0575062849141567,0.00522784408310516,0.0627341289972619,0.120240413911419,0,0.15160747841005,0.067961973080367,0.15160747841005,0.15160747841005,0.115012569828313,0.109784725745208,"Pivo",1,0.495889693218387,"SF,PG",2,40,"Versatile","Center","C",0.495889693218387,0.131617147396048,0.247525436619498,0.0418945100748404,0.0830732126912268
"363",363,"Ala",0.726136199296161,0.0975613229758633,0.0992758851965221,0.0575619740757361,0.0194646184557175,"Gutemberg Pereira de Souza",400,"Gutemberg Pereira de Souza","Guto","NBB 3",2,"Flamengo",318.25,0.0597014925373134,0.0377062058130401,0.0219952867242734,0.0754124116260801,0.163393558523174,0.0597014925373134,0.10369206598586,0.17910447761194,0.0157109190887667,0.00942655145326002,0.00628436763550668,0.625294579732914,0,0.263943440691281,0.00314218381775334,0.0282796543597801,0.0282796543597801,0.01885310290652,0.00942655145326002,0.0377062058130401,0.0219952867242734,0.0597014925373134,0.22623723487824,0,0,0.0597014925373134,0.163393558523174,0.10369206598586,0.00942655145326002,0.00628436763550668,0.0157109190887667,0.0314218381775334,0.00314218381775334,0.0974076983503535,0.00942655145326002,0.0974076983503535,0.0974076983503535,0.0157109190887667,0.0125687352710134,"Ala",6,0.726136199296161,"SF",1,70,"Specialist","Small Forward","SF",0.0575619740757361,0.0975613229758633,0.726136199296161,0.0992758851965221,0.0194646184557175
"364",364,"AlaPivo",0.0785790954419636,0.00254985931992689,0.830940622871877,0.00310576894030838,0.0848246534259244,"Henrique Macia Alves da Cruz",420,"Henrique Macia Alves da Cruz","Pilar","NBB 3",13,"Bauru",815.9333,0.214478315813315,0.120107856855456,0.0943704589578584,0.240215713710912,0.0686330610602607,0.0232862171454456,0.0453468439148151,0.0698586514363368,0.0894680974535541,0.0600539284277281,0.029414169025826,0.724323912260965,0,0.370128293574977,0.0723098321884889,0.164229110394195,0.0784377840688694,0.0416700727865868,0.0600539284277281,0.120107856855456,0.0943704589578584,0.214478315813315,0.529455042464868,0.0171582652650652,0.0171582652650652,0.0232862171454456,0.0686330610602607,0.0453468439148151,0.0600539284277281,0.029414169025826,0.0894680974535541,0.236538942582684,0.00367677112822825,0.131138170240141,0.11888226647938,0.131138170240141,0.131138170240141,0.0514747957951955,0.0343165305301303,"AlaPivo",7,0.830940622871877,"PF",1,80,"Specialist","Power Forward","PF",0.00310576894030838,0.00254985931992689,0.0785790954419636,0.830940622871877,0.0848246534259244
"365",365,"Pivo",0.0093238399781106,0.0119286341768748,0.0450259052880433,0.0108260648448961,0.922895555712075,"Hátila de Souza Passos",386,"Hátila de Souza Passos","Hátila Passos","NBB 3",20,"Uberlândia",730.9667,0.257193658753538,0.151853702774696,0.105339955978843,0.303707405549391,0.00273610275269722,0,0.00273610275269722,0,0.171006422043576,0.10807605873154,0.062930363312036,0.693602047808744,0,0.411783464280931,0.10807605873154,0.205207706452291,0.0191527192688805,0.0164166165161833,0.10807605873154,0.151853702774696,0.105339955978843,0.257193658753538,0.690865945056047,0.0684025688174304,0.0684025688174304,0,0.00273610275269722,0.00273610275269722,0.10807605873154,0.062930363312036,0.171006422043576,0.313283765183831,0.0109444110107889,0.0875552880863109,0.134069034882164,0.0875552880863109,0.0875552880863109,0.0506179009248985,0.0273610275269722,"Pivo",1,0.922895555712075,"C",1,90,"Specialist","Center","C",0.0108260648448961,0.0119286341768748,0.0093238399781106,0.0450259052880433,0.922895555712075
"366",366,"Armador",0.0245644253656494,0.0936855795396889,0.00335916498068398,0.875506011876145,0.0028848182378324,"Hélio Rubens Garcia Filho",91,"Hélio Rubens Garcia Filho","Helinho","NBB 3",14,"Franca",1098.4501,0.0964996043061037,0.0600846592849325,0.0364149450211712,0.120169318569865,0.13928716470598,0.0573535384083446,0.0819336262976352,0.172060615225034,0.102872219684809,0.0974099779316329,0.00546224175317568,0.713732922414955,0,0.389639911726532,0.0127452307574099,0.0710091427912838,0.141107911957038,0.0327734505190541,0.0974099779316329,0.0600846592849325,0.0364149450211712,0.0964996043061037,0.438800087505113,0,0,0.0573535384083446,0.13928716470598,0.0819336262976352,0.0974099779316329,0.00546224175317568,0.102872219684809,0.0837543735486938,0.00091037362552928,0.111065582314572,0.0928581098039865,0.111065582314572,0.111065582314572,0.0491601757785811,0.0400564395232883,"Armador",7,0.875506011876145,"PG",1,80,"Specialist","Point Guard","PG",0.875506011876145,0.0936855795396889,0.0245644253656494,0.00335916498068398,0.0028848182378324
"367",367,"Armador",0.0410954879103435,0.344331617744481,0.00410424598180708,0.60685231699356,0.00361633136980853,"Hélio Vitor Luiz da Costa Lima",152,"Hélio Vitor Luiz da Costa Lima","Hélio","NBB 3",2,"Flamengo",828.65017,0.141193478545959,0.0772340395465073,0.0639594389994514,0.154468079093015,0.0941289856973058,0.0362034560374253,0.0579255296598805,0.108610368112276,0.0506848384523954,0.041030583509082,0.00965425494331341,0.61545875263623,0,0.304109030714373,0.0181017280187127,0.0687865664711081,0.12429853239516,0.0349966741695111,0.041030583509082,0.0772340395465073,0.0639594389994514,0.141193478545959,0.368068469713824,0,0,0.0362034560374253,0.0941289856973058,0.0579255296598805,0.041030583509082,0.00965425494331341,0.0506848384523954,0.0868882944898207,0.00120678186791418,0.0687865664711081,0.0555119659240521,0.0687865664711081,0.0687865664711081,0.0530984021882238,0.0422373653769962,"AlaArmador",8,0.60685231699356,"SG,PG",2,60,"Versatile","Shooting Guard","SG",0.60685231699356,0.344331617744481,0.0410954879103435,0.00410424598180708,0.00361633136980853
"368",368,"AlaArmador",0.0846780467056405,0.703274147172248,0.00515474001539967,0.202926179803515,0.00396688630319749,"Jefferson Campos",1058,"Jefferson Campos","Jefferson","NBB 3",17,"Paulistano",308.99984,0.184466114933911,0.0906149336517456,0.0938511812821651,0.181229867303491,0.12297740995594,0.0258899810433559,0.0970874289125846,0.0776699431300676,0.0970874289125846,0.0711974478692287,0.0258899810433559,0.834951888648227,0,0.330097258302787,0.0194174857825169,0.0614887049779702,0.0938511812821651,0.0614887049779702,0.0711974478692287,0.0906149336517456,0.0938511812821651,0.184466114933911,0.540453354280054,0.00647249526083897,0.00647249526083897,0.0258899810433559,0.12297740995594,0.0970874289125846,0.0711974478692287,0.0258899810433559,0.0970874289125846,0.0809061907604871,0.0129449905216779,0.0841424383909066,0.0938511812821651,0.0841424383909066,0.0841424383909066,0.119741162325521,0.100323676543004,"AlaArmador",9,0.703274147172248,"SG,PG",2,70,"Versatile","Shooting Guard","SG",0.202926179803515,0.703274147172248,0.0846780467056405,0.00515474001539967,0.00396688630319749
