"","predict","Ala","AlaArmador","AlaPivo","Armador","Pivo","X","jogador","id_jogador","Temporada","id_equipe","equipe","jogador_apelido","played_minutes","total_points","lost_points","tried_points","two_points","lost_two_points","tried_two_points","three_points","lost_three_points","free_throw_points","lost_free_throw_points","tried_free_throw_points","tried_three_points","dunk_points","tried_dunk_points","wrong_throws","correct_two_points_throws","two_points_throws_total","wrong_two_points_throws","correct_three_points_throws","three_points_throws_total","wrong_three_points_throws","correct_free_throws","wrong_free_throws","total_free_throws","total_rebounds","offensive_rebounds","defensive_rebounds","total_assists","steals","total_of_blocks","commited_fouls","received_fouls","fouls","total_fouls","total_of_errors","mistakes","total_of_violations","efficiency","plus_minus","altura","posicao"
"519","Armador",0.207239476228049,0.103115133770146,0.0567011017152652,0.621631508524988,0.0113127797615509,587,"Renato Lamas Pinto",117,"NBB 3",19,"São José","Renato Lamas",988.7834,0.395435441169421,0,0.865710326447632,0.21035951857606,0.0910209455377184,0.196200704825748,0.13046335527073,0.0889982578591024,0.054612567322631,0.0212382206254676,0.0758507879480986,0.132486042949346,0,0,0.520842077243611,0.10517975928803,0.196200704825748,0.0910209455377184,0.0434877850902432,0.132486042949346,0.0889982578591024,0.054612567322631,0.0212382206254676,0.0758507879480986,0.109225134645262,0.0262949398220075,0.0829301948232545,0.136531418306578,0.0232609083040836,0.0121361260716958,0.106191103127338,0.0930436332163343,0.106191103127338,0.106191103127338,0.0778734756267146,0.0606806303584789,0.0171928452682357,395,0,2.03,"Ala"
"520","AlaPivo",0.0345744216151704,0.00177512053855389,0.893421835998098,0.00178418140313029,0.0684444404450469,588,"Renato Scholz da Silva",389,"NBB 3",1,"Joinville","Renato",105.216717,0.437192884472911,0,0.9219067346494,0.247109021658602,0.114050317688586,0.237604828517887,0.142562897110732,0.0665293519850082,0.0475209657035773,0.0570251588442928,0.10454612454787,0.114050317688586,0.0760335451257237,0.0760335451257237,0.579755781583643,0.123554510829301,0.237604828517887,0.114050317688586,0.0475209657035773,0.114050317688586,0.0665293519850082,0.0475209657035773,0.0570251588442928,0.10454612454787,0.20909224909574,0.0855377382664392,0.123554510829301,0.0380167725628619,0.0760335451257237,0.00950419314071546,0.142562897110732,0.0950419314071546,0.142562897110732,0.142562897110732,0.0760335451257237,0.0665293519850082,0.00950419314071546,49,0,2.03,"AlaPivo"
"521","Ala",0.47536713659929,0.327592062679987,0.019738719668558,0.156057822031155,0.0212442590210103,589,"Ricardo Fischer",478,"NBB 3",19,"São José","Fischer",116.53337,0.48913028088006,0,0.995423027755912,0.154462193962124,0.0686498639831664,0.145880960964229,0.205949591949499,0.120137261970541,0.128718494968437,0.00858123299789579,0.137299727966333,0.188787125953708,0,0,0.609267542850601,0.0772310969810622,0.145880960964229,0.0686498639831664,0.0686498639831664,0.188787125953708,0.120137261970541,0.128718494968437,0.00858123299789579,0.137299727966333,0.128718494968437,0.0171624659957916,0.111556028972645,0.0686498639831664,0.0171624659957916,0,0.145880960964229,0.128718494968437,0.145880960964229,0.145880960964229,0.111556028972645,0.0943935629768538,0.0171624659957916,46,0,1.85,"Armador"
"522","AlaArmador",0.180307888924051,0.461156427395491,0.0158128590954438,0.334739193106106,0.00798363147890834,590,"Ricardo Junqueira Giannecchini",263,"NBB 3",26,"Assis","Ricardo",724.4168,0.470723484049514,0,1.00908758604163,0.273323313319073,0.0966294542037126,0.233291110863249,0.0952490334293738,0.0980098749780513,0.102151137301068,0.0510755686505338,0.153226705951601,0.129759552787843,0,0,0.723340485753505,0.136661656659536,0.233291110863249,0.0966294542037126,0.0317496778097913,0.129759552787843,0.0980098749780513,0.102151137301068,0.0510755686505338,0.153226705951601,0.08834692955768,0.0262279947124363,0.0621189348452438,0.0855860880090025,0.04417346477884,0.00138042077433875,0.0745427218142925,0.12147702814181,0.0745427218142925,0.0745427218142925,0.0621189348452438,0.0414126232301625,0.0207063116150813,277,0,1.81,"Armador"
"523","AlaPivo",0.171541684410834,0.012850850462694,0.731233106757061,0.0151872378897387,0.0691871204796729,591,"Ricardo Leopoldo de Azevedo",28,"NBB 3",13,"Bauru","Ricardo",106.93333,0.271197015935069,0,0.785536184087786,0.130922697347964,0.0561097274348419,0.121571076108824,0.0841645911522628,0.121571076108824,0.0561097274348419,0.0374064849565613,0.0935162123914031,0.149625939826245,0,0,0.458229440717875,0.0654613486739822,0.121571076108824,0.0561097274348419,0.0280548637174209,0.149625939826245,0.121571076108824,0.0561097274348419,0.0374064849565613,0.0935162123914031,0.112219454869684,0.00935162123914031,0.102867833630543,0.0374064849565613,0.0561097274348419,0.0187032424782806,0.0280548637174209,0.0748129699131225,0.0280548637174209,0.0280548637174209,0.0280548637174209,0.0187032424782806,0.00935162123914031,27,0,2.02,"AlaPivo"
"524","Pivo",0.0172950338671867,0.0133855275118388,0.0288443336766097,0.0133948580376223,0.927080246906743,592,"Ricardo Luis Probst",95,"NBB 3",14,"Franca","Ricardo Probst",741.5665,0.428821959999541,0,0.682339345156503,0.312851241257527,0.10383424817599,0.260259868804753,0.00404549018867492,0.00404549018867492,0.111925228553339,0.0337124182389577,0.145637646792297,0.00539398691823323,0.00269699345911661,0.00269699345911661,0.678293854967828,0.156425620628764,0.260259868804753,0.10383424817599,0.00134849672955831,0.00539398691823323,0.00404549018867492,0.111925228553339,0.0337124182389577,0.145637646792297,0.275093332829895,0.105182744905548,0.169910587924347,0.0431518953458658,0.0283184313207244,0.017530457484258,0.136198169685389,0.122713202389806,0.136198169685389,0.136198169685389,0.0552883659118906,0.0404549018867492,0.0148334640251414,450,0,2,"Pivo"
"525","AlaPivo",0.0175505544971983,0.00159744939288503,0.850088176562788,0.00158456483254114,0.129179254714588,593,"Ricardo Santos Gaspar",1059,"NBB 3",22,"Vitória (ES)","Gaspar",520.8833,0.372444269186591,0,0.796723565528018,0.234217530107032,0.095990791027472,0.213099556080988,0.0979106068480214,0.0691133695397798,0.0403161322315382,0.0249576056671427,0.065273737898681,0.10175023848912,0.030717053128791,0.030717053128791,0.504911560804503,0.117108765053516,0.213099556080988,0.095990791027472,0.0326368689493405,0.10175023848912,0.0691133695397798,0.0403161322315382,0.0249576056671427,0.065273737898681,0.232297714286482,0.0825520802836259,0.149745634002856,0.0153585265643955,0.0249576056671427,0.0364765005904394,0.124788028335714,0.0748728170014282,0.124788028335714,0.124788028335714,0.0633539220781315,0.0537548429753843,0.0095990791027472,227,0,2.05,"AlaPivo"
"526","Pivo",0.0294660403994379,0.0188795507599477,0.0677905446779793,0.0168760934707223,0.866987770691913,594,"Ricardo Taboas de Bem",431,"NBB 3",22,"Vitória (ES)","De Bem",272.10002,0.441014300550217,0,0.896729077785441,0.338110963755166,0.198456435247598,0.367511917125181,0,0.00367511917125181,0.102903336795051,0.0477765492262735,0.150679886021324,0.00367511917125181,0.0147004766850072,0.0147004766850072,0.79382574099039,0.169055481877583,0.367511917125181,0.198456435247598,0,0.00367511917125181,0.00367511917125181,0.102903336795051,0.0477765492262735,0.150679886021324,0.158030124363828,0.0698272642537843,0.0882028601100434,0.0330760725412663,0.0257258341987626,0.0147004766850072,0.154355005192576,0.14332964767882,0.154355005192576,0.154355005192576,0.0882028601100434,0.0624770259112807,0.0257258341987626,91,0,2.1,"Pivo"
"527","AlaArmador",0.121779791198469,0.523362918046229,0.00989614989330992,0.337967211573455,0.00699392928853715,595,"Robby Stephen Collum",424,"NBB 3",20,"Uberlândia","Collum",1241.4336,0.492978440409539,0,1.16880999515399,0.149826780908782,0.089412756348789,0.16432614680318,0.256155464134369,0.160298545165847,0.0869961953663893,0.0161104065493314,0.103106601915721,0.245683699877303,0,0,0.589640879705528,0.0749133904543908,0.16432614680318,0.089412756348789,0.0853851547114562,0.245683699877303,0.160298545165847,0.0869961953663893,0.0161104065493314,0.103106601915721,0.112772845845319,0.00966624392959881,0.103106601915721,0.0861906750389227,0.0523588212853269,0.00161104065493314,0.0845796343839896,0.124855650757318,0.0845796343839896,0.0845796343839896,0.0523588212853269,0.0402760163733284,0.0120828049119985,531,0,1.83,"AlaArmador"
"528","Ala",0.77743002168624,0.0291071015264232,0.140033103597208,0.0267410660931436,0.0266887070969846,596,"Robert Andrew Day",425,"NBB 3",20,"Uberlândia","Robert Day",1116.1502,0.591318265229895,0,1.1494868701363,0.197106088409965,0.0716749412399872,0.17022798544497,0.284907891428949,0.129910830997477,0.109304285390981,0.0250862294339955,0.134390514824976,0.22488012814046,0,0,0.642386660863385,0.0985530442049824,0.17022798544497,0.0716749412399872,0.0949692971429831,0.22488012814046,0.129910830997477,0.109304285390981,0.0250862294339955,0.134390514824976,0.155892997196972,0.0286699764959949,0.127223020700977,0.0573399529919898,0.0430049647439923,0.00716749412399872,0.0931774236119834,0.124535210404478,0.0931774236119834,0.0931774236119834,0.0689871309434877,0.0600277632884893,0.0089593676549984,628,0,1.97,"Ala"
"529","Ala",0.52465686885631,0.0375785781929583,0.356233183349376,0.0339940232412352,0.0475373463601206,597,"Robert Earl Owens II",418,"NBB 3",21,"Espírito Santo","Owens",784.84977,0.364400947712579,0,0.858763072581393,0.214053703551445,0.119768143653785,0.226794995429507,0.0993820766488853,0.0764477512683733,0.0509651675122489,0.0254825837561244,0.0764477512683733,0.109575110151335,0.00509651675122489,0.00509651675122489,0.537682517254226,0.107026851775723,0.226794995429507,0.119768143653785,0.0331273588829618,0.109575110151335,0.0764477512683733,0.0509651675122489,0.0254825837561244,0.0764477512683733,0.126138789592816,0.0369497464463804,0.0891890431464355,0.0394980048219929,0.0318532296951555,0.00509651675122489,0.0586099426390862,0.0866407847708231,0.0586099426390862,0.0586099426390862,0.0356756172585742,0.0305791005073493,0.00509651675122489,243,0,2.01,"Ala"
"530","Pivo",0.114866371522462,0.029485714745193,0.0986198814489113,0.0324706532284658,0.724557379054968,598,"Roberto Dias Ferreira",792,"NBB 3",21,"Espírito Santo","Roberto",567.8667,0.260624544457352,0,0.521249088914705,0.172575711870409,0.0950927391938989,0.181380595129103,0.0052829299552166,0.0158487898656498,0.0827659026317268,0.0228926964726053,0.105658599104332,0.0176097665173887,0.0176097665173887,0.0176097665173887,0.471941742666017,0.0862878559352045,0.181380595129103,0.0950927391938989,0.00176097665173887,0.0176097665173887,0.0158487898656498,0.0827659026317268,0.0228926964726053,0.105658599104332,0.206034268253448,0.0810049259799879,0.12502934227346,0.0246536731243442,0.0651561361143381,0.0193707431691275,0.102136645800854,0.09333176254216,0.102136645800854,0.102136645800854,0.0704390660695547,0.0598732061591215,0.0105658599104332,214,0,2,"Pivo"
"531","Ala",0.524733129066235,0.113134325723404,0.215342079307546,0.0989505132445064,0.0478399526583083,599,"Robson Coimbra Vesper",60,"NBB 3",21,"Espírito Santo","Robson",217.59994,0.183823580098414,0,0.496323666265717,0.119485327063969,0.0735294320393654,0.13327209557135,0.013786768507381,0.0413603055221431,0.0505514845270637,0.0413603055221431,0.0919117900492068,0.0459558950246034,0,0,0.376838339201748,0.0597426635319844,0.13327209557135,0.0735294320393654,0.00459558950246034,0.0459558950246034,0.0413603055221431,0.0505514845270637,0.0413603055221431,0.0919117900492068,0.0689338425369051,0.0459558950246034,0.0229779475123017,0.027573537014762,0.027573537014762,0.00459558950246034,0.174632401093493,0.0643382530344448,0.174632401093493,0.174632401093493,0.0735294320393654,0.0643382530344448,0.00919117900492068,18,0,1.95,"Ala"
"532","Ala",0.725230026193913,0.0561886404359117,0.156484665786682,0.0423721735633461,0.0197244940201476,600,"Rodrigo Alves Maistro",68,"NBB 3",15,"Limeira","R, Biro",610.116763,0.358947685559657,0,0.819515263834834,0.154068869600949,0.0770344348004744,0.154068869600949,0.137678564324252,0.0950637706048408,0.0672002516344564,0.0213073968597057,0.0885076484941621,0.140956625379591,0.00327806105533934,0.00327806105533934,0.481874975134883,0.0770344348004744,0.154068869600949,0.0770344348004744,0.0458928547747507,0.140956625379591,0.0950637706048408,0.0672002516344564,0.0213073968597057,0.0885076484941621,0.101619892715519,0.0229464273873754,0.0786734653281441,0.039336732664072,0.0409757631917417,0.00983418316601801,0.0917857095495014,0.0819515263834834,0.0917857095495014,0.0917857095495014,0.0524489768854294,0.0458928547747507,0.00655612211067867,186,0,1.97,"Ala"
"533","AlaPivo",0.0191661940673668,0.00458403978528261,0.524675725017222,0.00454028066178612,0.447033760468343,601,"Rodrigo César Silva",167,"NBB 3",16,"Minas","Rodrigo Silva",149.3334,0.308035576769832,0,0.642856855867475,0.241071320950303,0.0803571069834344,0.200892767458586,0,0.0468749790736701,0.0669642558195287,0.0334821279097643,0.100446383729293,0.0468749790736701,0.0401785534917172,0.0401785534917172,0.535714046556229,0.120535660475152,0.200892767458586,0.0803571069834344,0,0.0468749790736701,0.0468749790736701,0.0669642558195287,0.0334821279097643,0.100446383729293,0.241071320950303,0.100446383729293,0.14062493722101,0.0334821279097643,0.0133928511639057,0.0200892767458586,0.120535660475152,0.0870535325653872,0.120535660475152,0.120535660475152,0.0669642558195287,0.0401785534917172,0.0267857023278115,60,0,2.05,"AlaPivo"
"534","Ala",0.685587792719468,0.0502227219960964,0.173760814078839,0.063119227431905,0.0273094437736924,602,"Rogério Klafke",446,"NBB 3",14,"Franca","Rogério",744.13327,0.327898254031835,0,0.740458762178447,0.166636817622736,0.0806307182045495,0.163949127015917,0.112883005486369,0.0792868729011404,0.0483784309227297,0.0134384530340916,0.0618168839568213,0.116914541396597,0,0,0.436749723607977,0.0833184088113679,0.163949127015917,0.0806307182045495,0.0376276684954564,0.116914541396597,0.0792868729011404,0.0483784309227297,0.0134384530340916,0.0618168839568213,0.141103756857962,0.0416592044056839,0.0994445524522778,0.0604730386534122,0.0295645966750015,0.00403153591022748,0.0604730386534122,0.0577853480465938,0.0604730386534122,0.0604730386534122,0.051066121529548,0.0389715137988656,0.0120946077306824,254,0,2,"Ala"
"535","AlaArmador",0.152279600630006,0.452541055159334,0.0103511934126727,0.379004367206945,0.00582378359104162,603,"Ronald Ricardo Ramon Guerreiro",365,"NBB 3",15,"Limeira","Ramon",1051.3835,0.41374056184066,0,0.939714195628902,0.125548860144752,0.0808458569113934,0.143620286983769,0.216857122068208,0.117939838317797,0.0713345796277001,0.0104624050120627,0.0817969846397628,0.190225545673867,0,0,0.477466119641406,0.0627744300723761,0.143620286983769,0.0808458569113934,0.0722857073560694,0.190225545673867,0.117939838317797,0.0713345796277001,0.0104624050120627,0.0817969846397628,0.0846503678248708,0.0209248100241254,0.0637255578007454,0.0836992400965014,0.02853383185108,0.00190225545673867,0.0694323241709614,0.0846503678248708,0.0694323241709614,0.0694323241709614,0.0589699191588987,0.0485075141468361,0.0104624050120627,362,0,1.91,"Armador"
"538","Ala",0.728858505223686,0.150215988597283,0.0761782868486573,0.0336622296063913,0.0110849897239816,606,"Shamell Jermaine Stallworth",137,"NBB 3",18,"Pinheiros","Shamell",1261.1501,0.557427700318939,0,1.0974110060333,0.23470640013429,0.0951512432976852,0.21250444336483,0.21171151633735,0.107045148709896,0.111009783847299,0.0285453729893056,0.139555156836605,0.177615654155679,0.0142726864946528,0.0142726864946528,0.687467732825775,0.117353200067145,0.21250444336483,0.0951512432976852,0.0705705054457832,0.177615654155679,0.107045148709896,0.111009783847299,0.0285453729893056,0.139555156836605,0.101494659517531,0.0222019567694599,0.079292702748071,0.104666367627454,0.0356817162366319,0.00475756216488426,0.0705705054457832,0.131625886561798,0.0705705054457832,0.0705705054457832,0.0713634324732639,0.0610553811160147,0.0103080513572492,635,0,1.91,"Ala"
"539","Pivo",0.0258810429798843,0.0154136670010976,0.0340500758409666,0.0155935396748048,0.909061674503247,607,"Shilton Alessanco dos Santos",43,"NBB 3",1,"Joinville","Shilton",1007.9666,0.323423415021887,0,0.569463313566144,0.248024091274453,0.0873044801286074,0.211316525765834,0.00297628909529344,0.00396838546039125,0.0724230346521403,0.0595257819058687,0.131948816558009,0.00496048182548906,0.0396838546039125,0.0396838546039125,0.543668808073601,0.124012045637226,0.211316525765834,0.0873044801286074,0.000992096365097812,0.00496048182548906,0.00396838546039125,0.0724230346521403,0.0595257819058687,0.131948816558009,0.30358148771993,0.0813519019380206,0.22222958578191,0.0625020710011621,0.0228182163972497,0.00496048182548906,0.109130600160759,0.113098985621151,0.109130600160759,0.109130600160759,0.0505969146199884,0.0386917582388147,0.0119051563811737,523,0,1.98,"Pivo"
"540","Armador",0.152237314502664,0.0778010754179239,0.0520330507777094,0.707514535910826,0.0104140233908766,608,"Thiago César Carneiro Marcello",11304,"NBB 3",17,"Paulistano","Thiaguinho",119.20008,0.201342146750237,0,0.67952974528205,0.151006610062678,0.0922818172605253,0.167785122291864,0,0.0922818172605253,0.0503355366875593,0.0167785122291864,0.0671140489167457,0.0922818172605253,0,0,0.453019830188033,0.0755033050313389,0.167785122291864,0.0922818172605253,0,0.0922818172605253,0.0922818172605253,0.0503355366875593,0.0167785122291864,0.0671140489167457,0.100671073375119,0.0167785122291864,0.0838925611459321,0.109060329489712,0.0419462805729661,0,0.0503355366875593,0.0755033050313389,0.0503355366875593,0.0503355366875593,0.0922818172605253,0.0755033050313389,0.0167785122291864,19,0,1.86,"Ala"
"541","Armador",0.16796109688743,0.134858777044318,0.0180584429515244,0.667913376016244,0.0112083071004831,609,"Thiago Melo",101,"NBB 3",18,"Pinheiros","Thiaguinho",227.0333,0.198208809016122,0,0.643077469252308,0.0264278412021496,0.0308324814025079,0.0440464020035827,0.145353126611823,0.12773456581039,0.0264278412021496,0,0.0264278412021496,0.176185608014331,0,0,0.237850570819347,0.0132139206010748,0.0440464020035827,0.0308324814025079,0.048451042203941,0.176185608014331,0.12773456581039,0.0264278412021496,0,0.0264278412021496,0.0880928040071655,0.0176185608014331,0.0704742432057324,0.0748788834060906,0.0440464020035827,0,0.176185608014331,0.0308324814025079,0.176185608014331,0.176185608014331,0.105711364808599,0.0924974442075237,0.0132139206010748,32,0,1.77,"Armador"
"542","Ala",0.673099516941492,0.0786524533722222,0.116422839714329,0.108118103969201,0.0237070860027559,610,"Thiago Perez Pereira da Silva",161,"NBB 3",16,"Minas","Perez",190.68333,0.293680627457051,0,0.933484851559914,0.125863126053022,0.062931563026511,0.125863126053022,0.125863126053022,0.162573204485153,0.0419543753510074,0.0262214845943796,0.068175859945387,0.204527579836161,0,0,0.461498128861081,0.062931563026511,0.125863126053022,0.062931563026511,0.0419543753510074,0.204527579836161,0.162573204485153,0.0419543753510074,0.0262214845943796,0.068175859945387,0.0996416414586425,0.0367100784321314,0.062931563026511,0.0576872661076351,0.0891530476208906,0.00524429691887592,0.199283282917285,0.0734201568642629,0.199283282917285,0.199283282917285,0.0471986722698833,0.0419543753510074,0.00524429691887592,47,0,1.93,"Ala"
"543","AlaPivo",0.0159305635673363,0.00178395833914346,0.871545382277201,0.00171646373271326,0.109023632083606,611,"Thomas Lutke Gehrke",271,"NBB 3",18,"Pinheiros","Gehrke",270.23319,0.410756354539574,0,0.880720832256023,0.251634523501721,0.107314723258087,0.233131985008947,0.0666091385739849,0.0777106616696491,0.092512692463868,0.0222030461913283,0.114715738655196,0.0999137078609774,0.00740101539710944,0.00740101539710944,0.643888339548521,0.12581726175086,0.233131985008947,0.107314723258087,0.0222030461913283,0.0999137078609774,0.0777106616696491,0.092512692463868,0.0222030461913283,0.114715738655196,0.162822338736408,0.0407055846841019,0.122116754052306,0.025903553889883,0.0111015230956642,0.0222030461913283,0.199827415721955,0.103614215559532,0.199827415721955,0.199827415721955,0.0592081231768755,0.0555076154783208,0.00370050769855472,101,0,2.03,"AlaPivo"
"544","Armador",0.0127617356653764,0.0466689421763448,0.00169975935612521,0.937510573666809,0.00135898913534437,612,"Thyago Taroni Aleo",29,"NBB 3",13,"Bauru","Thyago Aleo",331.46664,0.196098165414173,0,0.5158890197819,0.0482703176404117,0.0663716867555661,0.090506845575772,0.090506845575772,0.0603378970505146,0.0573210021979889,0.00603378970505146,0.0633547919030404,0.090506845575772,0,0,0.295655695547522,0.0241351588202059,0.090506845575772,0.0663716867555661,0.0301689485252573,0.090506845575772,0.0603378970505146,0.0573210021979889,0.00603378970505146,0.0633547919030404,0.120675794101029,0.0482703176404117,0.0724054764606176,0.150844742626287,0.045253422787886,0.00301689485252573,0.0874899507232462,0.0603378970505146,0.0874899507232462,0.0874899507232462,0.0814561610181948,0.0693885816080918,0.0120675794101029,101,0,1.83,"Armador"
"545","Pivo",0.286096742093045,0.0254280929922284,0.277317082054278,0.0258089055418325,0.385349177318616,613,"Tiago Valentim de Lima",62,"NBB 3",1,"Joinville","Tiagão",817.40004,0.386591613085803,0,0.877171476526965,0.141913376955548,0.0623929502132151,0.133349638690989,0.205529718349414,0.117445553342522,0.0391485177808408,0.013457302987164,0.0526058207680049,0.185955459458994,0.0048935647226051,0.0048935647226051,0.413506219060131,0.070956688477774,0.133349638690989,0.0623929502132151,0.0685099061164714,0.185955459458994,0.117445553342522,0.0391485177808408,0.013457302987164,0.0526058207680049,0.232444324323742,0.0550526031293074,0.177391721194435,0.0452654736840972,0.0428186913227946,0.0110105206258615,0.112551988619917,0.0513824295873536,0.112551988619917,0.112551988619917,0.0367017354195383,0.0293613883356306,0.00734034708390765,403,0,1.91,"Pivo"
"546","Armador",0.017906192947425,0.0568157356372431,0.0022021147119418,0.92135575371899,0.00172020298440038,614,"Valter Apolinario da Silva",480,"NBB 3",20,"Uberlândia","Valtinho",1201.9334,0.315325291734134,0,0.565755140842246,0.153086685169078,0.0449276141257078,0.121470956710247,0.0798713140012583,0.0490875783966067,0.0823672925637976,0.0133118856668764,0.095679178230674,0.0757113497303594,0,0,0.425148348485865,0.0765433425845392,0.121470956710247,0.0449276141257078,0.0266237713337528,0.0757113497303594,0.0490875783966067,0.0823672925637976,0.0133118856668764,0.095679178230674,0.10982305675173,0.0174718499377753,0.0923512068139549,0.143934763773101,0.0449276141257078,0.000831992854179774,0.0499195712507864,0.0981751567932133,0.0499195712507864,0.0499195712507864,0.0690554068969212,0.0607354783551235,0.00831992854179774,527,0,1.91,"Armador"
"547","AlaPivo",0.0377863343374265,0.0030581919063531,0.826400258393248,0.00275339865932477,0.130001816703648,615,"Vinicius Bristott",54,"NBB 3",1,"Joinville","V, Bristott",211.80008,0.486307653897015,0,0.930122405997203,0.302171746110766,0.136921572456441,0.288007445511824,0.0708215029947109,0.0424929017968265,0.113314404791537,0.0424929017968265,0.155807306588364,0.0661000694617301,0.0188857341319229,0.0188857341319229,0.750707931743935,0.151085873055383,0.288007445511824,0.136921572456441,0.0236071676649036,0.0661000694617301,0.0424929017968265,0.113314404791537,0.0424929017968265,0.155807306588364,0.165250173654325,0.0708215029947109,0.0944286706596145,0.0283286011978843,0.0377714682638458,0.00472143353298072,0.165250173654325,0.108592971258557,0.165250173654325,0.165250173654325,0.103871537725576,0.084985803593653,0.0188857341319229,85,0,1.92,"AlaPivo"
"549","AlaArmador",0.0767838317536559,0.766669039139471,0.00521385406922593,0.147833790538088,0.00349948449955999,617,"Vitor Alves Benite",483,"NBB 3",14,"Franca","Benite",955.6168,0.523222279055789,0,1.003540331229,0.215567578970985,0.0837155646489262,0.191499354134419,0.197778021483088,0.0962728993462652,0.109876678601716,0.0240682248365663,0.133944903438282,0.162198906507295,0,0,0.639377625006174,0.107783789485493,0.191499354134419,0.0837155646489262,0.0659260071610294,0.162198906507295,0.0962728993462652,0.109876678601716,0.0240682248365663,0.133944903438282,0.0805762309745915,0.0146502238135621,0.0659260071610294,0.0920871211138189,0.0324397813014589,0.00313933367433473,0.100458677578711,0.125573346973389,0.100458677578711,0.100458677578711,0.0606937843704715,0.0512757833474673,0.0094180010230042,447,0,1.9,"AlaArmador"
"550","Pivo",0.0400938296639457,0.0193063759776908,0.0491784869169258,0.0195238758862023,0.871897431555235,618,"Wagner Carvalho França Mattos",203,"NBB 3",2,"Flamengo","Wagner",373.21646,0.182199895470848,0,0.361720380714184,0.123252870465574,0.0669852556878118,0.128611690920599,0,0.00267941022751247,0.0589470250052744,0.0375117431851746,0.0964587681904491,0.00267941022751247,0.0107176409100499,0.0107176409100499,0.348323329576622,0.0616264352327869,0.128611690920599,0.0669852556878118,0,0.00267941022751247,0.00267941022751247,0.0589470250052744,0.0375117431851746,0.0964587681904491,0.233108689793585,0.0669852556878118,0.166123434105773,0.0214352818200998,0.0562676147777619,0.00535882045502495,0.211673407973485,0.0857411272803992,0.211673407973485,0.211673407973485,0.0910999477354241,0.0643058454602994,0.0267941022751247,115,0,1.91,"Pivo"
"551","AlaPivo",0.135988998505008,0.00741667289331528,0.747592326376718,0.00690315293229372,0.102098849292665,619,"Wanderson Camargo Trigueiro",108,"NBB 3",19,"São José","Wanderson",619.89997,0.367801276067169,0,0.745281533083475,0.241974523728401,0.0806581745761336,0.201645436440334,0.0774318475930883,0.0693660301354749,0.0483949047456802,0.00806581745761336,0.0564607222032935,0.0951766459998377,0.00322632698304535,0.00322632698304535,0.496854355388983,0.1209872618642,0.201645436440334,0.0806581745761336,0.0258106158643628,0.0951766459998377,0.0693660301354749,0.0483949047456802,0.00806581745761336,0.0564607222032935,0.169382166609881,0.0403290872880668,0.129053079321814,0.0596870491863389,0.0322632698304535,0.0145184714237041,0.127439915830291,0.0742055206100429,0.127439915830291,0.127439915830291,0.0483949047456802,0.0419422507795895,0.00645265396609069,273,0,2.04,"AlaPivo"
"552","Pivo",0.0225428388094904,0.0161216244669494,0.045582359538188,0.0161708839939107,0.899582293191461,620,"Wanderson De Jesus Jovino",173,"NBB 3",22,"Vitória (ES)","De Jesus",231.31654,0.289646386721849,0,0.49715424586586,0.24209250233468,0.0864616079766713,0.207507859144011,0.0129692411965007,0,0.0345846431906685,0.0345846431906685,0.069169286381337,0.00432308039883357,0,0,0.432308039883356,0.12104625116734,0.207507859144011,0.0864616079766713,0.00432308039883357,0.00432308039883357,0,0.0345846431906685,0.0345846431906685,0.069169286381337,0.185892457149843,0.0907846883755049,0.0951077687743384,0.0389077235895021,0.0216154019941678,0,0.233446341537012,0.0734923667801706,0.233446341537012,0.233446341537012,0.0389077235895021,0.0345846431906685,0.00432308039883357,88,0,2.03,"Pivo"
"553","Armador",0.0150737094583808,0.0688257734055194,0.00188533433670901,0.91273658703307,0.00147859576632071,621,"Welington Reginaldo Dos Santos",366,"NBB 3",3,"Brasília","Nezinho",1321.3666,0.400343099333675,0,0.956585401810519,0.0998965767713517,0.0620569643579609,0.112005252743637,0.202063530287507,0.13849298143301,0.0983829922748161,0.016649429461892,0.115032421736708,0.205847491528846,0,0,0.513861936573847,0.0499482883856759,0.112005252743637,0.0620569643579609,0.0673545100958356,0.205847491528846,0.13849298143301,0.0983829922748161,0.016649429461892,0.115032421736708,0.0809767705646563,0.0113518837240172,0.0696248868406391,0.181630139584276,0.0597865876131575,0.00605433798614253,0.0877879007990667,0.127897889957261,0.0877879007990667,0.0877879007990667,0.0930854465369414,0.0885446930473345,0.0045407534896069,553,0,1.91,"Armador"
"554","Pivo",0.0206672119060451,0.0136232730555294,0.0264086961389003,0.0134788868545155,0.92582193204501,622,"William Fournou Drudi",159,"NBB 3",14,"Franca","Drudi",1013.5165,0.40354547755266,0,0.72519786308363,0.335465678161135,0.149972891413213,0.317705730493781,0,0.00197332751859491,0.0680797993915245,0.0157866201487593,0.0838664195402838,0.00197332751859491,0.0118399651115695,0.0118399651115695,0.639358116024752,0.167732839080568,0.317705730493781,0.149972891413213,0,0.00197332751859491,0.00197332751859491,0.0680797993915245,0.0157866201487593,0.0838664195402838,0.237785965990687,0.0503198517241703,0.187466114266517,0.0394665503718982,0.0246665939824364,0.0088799738336771,0.0848530832995812,0.0651198081136321,0.0848530832995812,0.0848530832995812,0.0384798866126008,0.0256532577417339,0.0128266288708669,519,0,2.02,"Pivo"
